,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry Type,Functional Area,Employment Type,Role Category,UG ,PG ,Doctorate ,Industry
149,NielsenIQ,4.0,(19 Reviews),Engineer - Mid - Level,3-7 Yrs,Not disclosed,Chennai,"Jenkins,Data Science,Git,Cloud Computing,Computer Science,Microsoft Azure,Spark,Data Analytics",https://www.naukri.com/job-listings-engineer-mid-level-nielseniq-chennai-3-to-7-years-120721501769?src=jobsearchDesk&sid=16261061864766398&xp=10&px=9,"Software Developer,","BPO / Call Centre,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
150,IBM India Pvt. Limited,4.0,(9964 Reviews),Data Engineer: Data Integration,4-8 Yrs, Not Disclosed by Recruiter ,Chennai,"IT Skills,Tableau,Data analysis,Data validation,Publishing,RDBMS,Agile,Scheduling",https://www.naukri.com/job-listings-data-engineer-data-integration-ibm-india-pvt-limited-chennai-4-to-8-years-120721907152?src=jobsearchDesk&sid=16261061864766398&xp=11&px=9,Datawarehousing Technician,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",System Design/Implementation/ERP/CRM,,,,IT Services & Consulting
151,ShieldSquare _x001A_, , ,Technical Support Lead Security Analyst,5-8 Yrs,Not disclosed,Chennai,"BPO,data analysis,Technical Support Lead,data science,GCP,Customer satisfaction,Data analytics,Product support",https://www.naukri.com/job-listings-technical-support-lead-security-analyst-shieldsquare-x001a-chennai-5-to-8-years-160621501781?src=jobsearchDesk&sid=16261061864766398&xp=12&px=9,"Technical Support Engineer,","BPO / Call Centre,","IT Software - Network Administration, Security,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,Any Graduate,Any Postgraduate,,
152,Alike Thoughts Solutions Pvt. Ltd.  , , ,"Hiring For Reputed Company ""DATA Analyst"" For All location.",5-8 Yrs,"10,00,000 - 13,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","ETL,Grafana,SQL Scripting,AWS data lake,Data Pipeline,IT Skills,AWS",https://www.naukri.com/job-listings-hiring-for-reputed-company-data-analyst-for-all-location-alike-thoughts-solutions-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-mumbai-all-areas-5-to-8-years-100721003344?src=jobsearchDesk&sid=16261061864766398&xp=13&px=9,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
153,"dotSolved India Pvt., Ltd.", , ,AR Data Analyst,4-9 Yrs,"5,00,000 - 10,00,000 PA.",Chennai,"IT Skills,Python,Tableau,AR,SAS,Alteryx,Data Analyst,SQL",https://www.naukri.com/job-listings-ar-data-analyst-dotsolved-india-pvt-ltd-chennai-4-to-9-years-020721001487?src=jobsearchDesk&sid=16261061864766398&xp=14&px=9,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
154,Netlink Software Private Limited,3.6,(144 Reviews),Data Analyst,2-5 Yrs,Not disclosed,"Bhopal, Indore, Pune, Chennai","communication,PowerBI,SAS,SPSS,Javascript,Tableau,analytical,ETL frameworks",https://www.naukri.com/job-listings-data-analyst-netlink-software-private-limited-bhopal-indore-pune-chennai-2-to-5-years-070721600521?src=jobsearchDesk&sid=16261061864766398&xp=15&px=9,"Business Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,B.Tech/B.E. in Any Specialization,,,
155,Evoqua Water Technologies India Private Limited, , ,SAP Master Data Analyst,3-5 Yrs,Not disclosed,Chennai(Porur +1),"Condition,Data Quality,Data Integrity,Requirement Gathering,Business Process,Integration Testing,Data Analysis,Data Cleaning",https://www.naukri.com/job-listings-sap-master-data-analyst-evoqua-water-technologies-india-private-limited-chennai-3-to-5-years-070721006480?src=jobsearchDesk&sid=16261061864766398&xp=16&px=9,"Business Analyst,","Water Treatment / Waste Management,","IT Software - ERP, CRM,","Full Time, Permanent",System Design/Implementation/ERP/CRM,B.Tech/B.E. in Any Specialization,,,
156,Netlink Software Private Limited,3.6,(144 Reviews),Data Analyst,2-5 Yrs,Not disclosed,"Bhopal, Indore, Pune, Chennai","Business Intelligence,Data Analysis,Data Mining,Data Modeling,Reporting",https://www.naukri.com/job-listings-data-analyst-netlink-software-private-limited-bhopal-indore-pune-chennai-2-to-5-years-070721000519?src=jobsearchDesk&sid=16261061864766398&xp=17&px=9,"Business Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,B.Tech/B.E. in Any Specialization,,,
157,ikomet Technology Solutions Pvt. Ltd.,5.0,(2 Reviews),Data Analyst,3-5 Yrs,Not disclosed,Chennai,"Excel,GCP,data reporting,VLOOKUP,data privacy,Data analytics,Data mining,Macros",https://www.naukri.com/job-listings-data-analyst-ikomet-technology-solutions-pvt-ltd-chennai-3-to-5-years-110221500072?src=jobsearchDesk&sid=16261061864766398&xp=18&px=9,"Associate/Senior Associate -(NonTechnical),","Recruitment / Staffing,","ITES, BPO, KPO, LPO, Customer Service, Operations,","Full Time, Permanent",Voice,Any Graduate,Post Graduation Not Required,,
158,Tiger Analytics India LLP,3.7,(15 Reviews),Senior Business Analyst - Analytics Consulting | Tiger Analytics |,2-5 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Python,Machine Learning,Big Data,Tableau,Business Intelligence,Business Analytics,Power Bi",https://www.naukri.com/job-listings-senior-business-analyst-analytics-consulting-tiger-analytics-tiger-analytics-india-llp-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-5-years-280521001355?src=jobsearchDesk&sid=16261061864766398&xp=19&px=9,"Other,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Other,Any Graduate,Post Graduation Not Required,Doctorate Not Required,
159,GreatLearning,4.1,(22 Reviews),Data Scientist,3-5 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru","data cleansing,Automation,Data analysis,tableau,Manager Program Management,Data collection,Feasibility analysis,Management",https://www.naukri.com/job-listings-data-scientist-greatlearning-pune-chennai-bangalore-bengaluru-3-to-5-years-190421500622?src=jobsearchDesk&sid=16261061864766398&xp=20&px=9,"Documentation/Medical Writing,","Education / Training,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",Drug Regulatory Affairs/Documentation,Any Graduate,Post Graduation Not Required,,
160,Maveric Systems Limited,3.8,(150 Reviews),Lead / Sr. Big Data Developer,8-13 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru","Big Data,Spark,Pyspark,Hive,SCALA,Hadoop,Python",https://www.naukri.com/job-listings-lead-sr-big-data-developer-maveric-systems-limited-pune-chennai-bangalore-bengaluru-8-to-13-years-050721004359?src=jobsearchDesk&sid=16261065515065372&xp=1&px=10,"Technical Architect,","Financial Services,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
161,Wells Fargo International Solutions Private Ltd,4.1,(1551 Reviews),Info Security Engineer,3-8 Yrs, Not Disclosed by Recruiter ,Chennai,"IT Skills,Java,Python,Software Development,Testing,Quality Assurance,Data Science,Anomaly Detection",https://www.naukri.com/job-listings-info-security-engineer-wells-fargo-international-solutions-private-ltd-india-3-to-8-years-100621908142?src=jobsearchDesk&sid=16261065515065372&xp=2&px=10,System Security,,"IT Software - Network Administration, Security","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,,,,IT Services & Consulting
162,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Engineering Application Developer,4-6 Yrs, Not Disclosed by Recruiter ,Chennai,"IT Skills,DevOps,Azure,Business process,T-SQL,Solution design,Data analysis,GIT",https://www.naukri.com/job-listings-data-engineering-application-developer-accenture-solutions-pvt-ltd-chennai-4-to-6-years-050721906221?src=jobsearchDesk&sid=16261065515065372&xp=3&px=10,Software Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
163,Precision Techserve Private Limited,3.6,(123 Reviews),Job Opening For Big Data Analyst @ Chennai Location.,1-2 Yrs,Not disclosed,Chennai,"Apache Kafka,Spark,Scala,Java,Apache,SQL,Kibana,Grafana",https://www.naukri.com/job-listings-opening-for-big-data-analyst-chennai-location-precision-techserve-private-limited-chennai-1-to-2-years-300621002343?src=jobsearchDesk&sid=16261065515065372&xp=4&px=10,"Software Developer,","Software Product,","IT Software - System Programming,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,Doctorate Not Required,
164,GTB,4.1,(5 Reviews),Jr . Data Analyst - SAP CRM,2-4 Yrs,Not disclosed,Chennai,"MS Access,Campaign management,Coding,Analytical,SAP CRM,Data processing,HTML,Analytics",https://www.naukri.com/job-listings-jr-data-analyst-sap-crm-gtb-chennai-2-to-4-years-280621500913?src=jobsearchDesk&sid=16261065515065372&xp=5&px=10,"Business/EDP Analyst,","Advertising & Marketing,","ITES, BPO, KPO, LPO, Customer Service, Operations,","Full Time, Permanent",Operations,Any Graduate,Any Postgraduate,,
165,GP Strategies India Pvt Ltd,3.9,(42 Reviews),Business Data Analyst,3-5 Yrs,Not disclosed,Chennai,"SQL,Macros,Excel,DAX,PowerBI,Power Pivots,Power Query,VBA",https://www.naukri.com/job-listings-business-data-analyst-gp-strategies-india-pvt-ltd-chennai-3-to-5-years-270421001267?src=jobsearchDesk&sid=16261065515065372&xp=6&px=10,"System Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Graduation Not Required,,,
166,European Company, , ,Data analyst,5-8 Yrs,"7,00,000 - 13,00,000 PA.",Chennai,"Procurement,Pricing Analysis,Purchase,Cost Analysis,Big Data Analytics,Costing,Power Bi,Data Management",https://www.naukri.com/job-listings-data-analyst-european-company-chennai-5-to-8-years-010721006251?src=jobsearchDesk&sid=16261065515065372&xp=7&px=10,"Data Analyst,","Management Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,B.Tech/B.E. in Mechanical,Any Postgraduate,,
167,RAQMIYAT L.L.C,2.6,(30 Reviews),Data Analyst,2-7 Yrs,Not disclosed,Chennai,"data analytics,C,data analysis,MS Excel,MS Powerpoint,analytical,SQL,Predictive Modeling",https://www.naukri.com/job-listings-data-analyst-raqmiyat-l-l-c-chennai-2-to-7-years-010721002526?src=jobsearchDesk&sid=16261065515065372&xp=8&px=10,"System Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
168,Photon Interactive Pvt Ltd,3.1,(168 Reviews),Python Developer,4-9 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Python,Git,design pattern,object oriented,IT Skills,Data Science,Unit Testing,Problem Solving",https://www.naukri.com/job-listings-python-developer-photon-interactive-pvt-ltd-chennai-bangalore-bengaluru-4-to-9-years-300621001281?src=jobsearchDesk&sid=16261065515065372&xp=9&px=10,"Technical Architect,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Graduation Not Required,,,
169,AGILISIUM CONSULTING INDIA PRIVATE LIMITED,3.5,(12 Reviews),R Developer,6-11 Yrs,Not disclosed,Chennai,"Data Science,R Shiny,Rstudio,R programming,RShiny,R,AD,ldap",https://www.naukri.com/job-listings-r-developer-agilisium-consulting-india-private-limited-chennai-6-to-11-years-060721001161?src=jobsearchDesk&sid=16261065515065372&xp=10&px=10,"Database Architect/Designer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
170,Kinaxis, , ,Machine Learning Developer - Data Scientist,6-10 Yrs,Not disclosed,Chennai,"Computer science,Data analysis,Linux,Debugging,Machine learning,Cloud,HR,SQL",https://www.naukri.com/job-listings-machine-learning-developer-data-scientist-kinaxis-chennai-6-to-10-years-150421500820?src=jobsearchDesk&sid=16261065515065372&xp=11&px=10,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
171,Quantitative Brokers, , ,KDB Data Analyst/Engineer Quantitative Brokers,1-4 Yrs,Not disclosed,Chennai,"Unix,Data analysis,C++,Data management,Quantitative research,Linux,Fixed income,Analytical",https://www.naukri.com/job-listings-kdb-data-analyst-engineer-quantitative-brokers-quantitative-brokers-chennai-1-to-4-years-011220501489?src=jobsearchDesk&sid=16261065515065372&xp=12&px=10,"Software Developer,","Education / Training,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
172,Optum Global Solutions (India) Private Limited,4.1,(1205 Reviews),Data Engineering Analyst,3-5 Yrs,Not disclosed,Chennai,"Java,Data Engineering,Postgresql,SCALA,troubleshooting,Spark,Postgres,Oracle",https://www.naukri.com/job-listings-data-engineering-analyst-optum-global-solutions-india-private-limited-chennai-3-to-5-years-140621900981?src=jobsearchDesk&sid=16261065515065372&xp=13&px=10,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,"B.Sc in Computers, B.Tech/B.E. in Computers, BCA in Computers","M.Tech in Computers, MS/M.Sc(Science) in Computers, MCA in Computers",,
173,Valeo India Pvt Ltd,3.6,(419 Reviews),Data Analysis Engineer,2-5 Yrs,Not disclosed,Chennai,"Computer science,Text mining,Data analysis,MS SQL,SAP,Machine learning,data visualization,Data mining",https://www.naukri.com/job-listings-data-analysis-engineer-valeo-india-pvt-ltd-chennai-2-to-5-years-110621500364?src=jobsearchDesk&sid=16261065515065372&xp=14&px=10,"Research Associate,","Automobile,","Engineering Design, R&D,","Full Time, Permanent",Other,Any Graduate,Post Graduation Not Required,,
174,RUBOID TECHNOVISION PRIVATE LIMITED, , ,Agri Commodity Specialist | Client of Ruboid |10 + years |,10-20 Yrs,Not disclosed,"Kolkata, Chennai, Bangalore/Bengaluru","Data Science,Agri Commodity,Data Analysis,IT Skills,Machine Learning",https://www.naukri.com/job-listings-agri-commodity-specialist-client-of-ruboid-10-years-ruboid-technovision-private-limited-kolkata-chennai-bangalore-bengaluru-10-to-20-years-240621604042?src=jobsearchDesk&sid=16261065515065372&xp=15&px=10,"Business Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,B.Tech/B.E. in Any Specialization,Post Graduation Not Required,Doctorate Not Required,
175,RUBOID TECHNOVISION PRIVATE LIMITED, , ,Agri Commodity Specialist | Client of Ruboid |10 + years |,10-20 Yrs,Not disclosed,"Kolkata, Chennai, Bangalore/Bengaluru","Data Science,Agri Commodity,Data Analysis,IT Skills,Machine Learning",https://www.naukri.com/job-listings-agri-commodity-specialist-client-of-ruboid-10-years-ruboid-technovision-private-limited-kolkata-chennai-bangalore-bengaluru-10-to-20-years-240621004041?src=jobsearchDesk&sid=16261065515065372&xp=16&px=10,"Business Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,B.Tech/B.E. in Any Specialization,Post Graduation Not Required,Doctorate Not Required,
176,Vellore Institute of Technology,4.2,(113 Reviews),Post-Doctoral Fellow (PDF),0-2 Yrs,Not disclosed,Chennai,"Product Development,Data Science,PDF,Electronics Engineering,Civil Engineering,Computer Science,Post Doctoral Fellow,Mechanical Engineering",https://www.naukri.com/job-listings-post-doctoral-fellow-pdf-vellore-institute-of-technology-chennai-0-to-2-years-010721607781?src=jobsearchDesk&sid=16261065515065372&xp=17&px=10,"IT/Technical Content Developer,","Education / Training,","IT Software - Application Programming, Maintenance,","Part Time, Temporary/Contractual",Other,Any Graduate,Any Postgraduate,Ph.D/Doctorate in Advertising/Mass Communication,
177,Shell India Markets Private Limited,4.1,(677 Reviews),Data Scientist - CRM & Loyalty,5-7 Yrs,Not disclosed,Chennai,"Multivariate Analysis,R,Factor Analysis,Power BI,Customer Analytics,Time Series,Machine Learning,Spotfire",https://www.naukri.com/job-listings-data-scientist-crm-loyalty-shell-india-markets-private-limited-chennai-5-to-7-years-100721900851?src=jobsearchDesk&sid=16261065515065372&xp=18&px=10,"Data Analyst,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,"M.Tech in Any Specialization, MS/M.Sc(Science) in Maths, Statistics, M.A in Maths, Economics, Statistics",,
178,Hexaware Technologies Ltd.,3.5,(1663 Reviews),Data Integration Lead,6-9 Yrs,Not disclosed,Chennai,"ETL,Data Mapping,Informatica Power center,root analysis,PL / SQL,Data Warehousing,Data Analysis,Data Requirement analysis",https://www.naukri.com/job-listings-data-integration-lead-hexaware-technologies-ltd-chennai-6-to-9-years-060721500784?src=jobsearchDesk&sid=16261065515065372&xp=19&px=10,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.A,Post Graduation Not Required,,
179,IBM India Pvt. Limited,4.0,(9964 Reviews),Data Engineer: Big Data,4-8 Yrs, Not Disclosed by Recruiter ,Chennai,"Data analysis,Data validation,Publishing,RDBMS,Agile,Scheduling,DBMS,data mapping",https://www.naukri.com/job-listings-data-engineer-big-data-ibm-india-pvt-limited-chennai-4-to-8-years-250521906438?src=jobsearchDesk&sid=16261065515065372&xp=20&px=10,Software Developer,,"IT Software - DBA, Datawarehousing","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
