,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry Type,Functional Area,Employment Type,Role Category,UG ,PG ,Doctorate ,Industry
48,Virtusa Consulting Services Pvt Ltd,3.4,(1055 Reviews),Big Data Spark AWS  - Senior Software Engineer- 5- 9 Years - Pan India,5-10 Yrs, Not Disclosed by Recruiter ,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","CD,CI,Big Data,SQL Queries,Tableau,Impala,Devops,AWS Eco system",https://www.naukri.com/job-listings-big-data-spark-aws-senior-software-engineer-5-9-years-pan-india-virtusa-consulting-services-pvt-ltd-kolkata-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-180521006889?src=jobsearchDesk&sid=16261042858523235&xp=9&px=4,,,Other,"Full Time, Permanent",Other,,,,IT Services & Consulting
49,Inflexion Analytix Private Limited, , ,Data Engineer - Big Data Engineer,0-3 Yrs,"3,25,000 - 4,25,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Engineering,Power Bi,Artificial Intelligence,Data Management,Big Data,Statistics,SQL,Data Science",https://www.naukri.com/job-listings-data-engineer-big-data-engineer-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003704?src=jobsearchDesk&sid=16261042858523235&xp=10&px=4,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Ed in Any Specialization, BFA in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization, Any Graduate, B.Sc in Any Specialization, B.B.A/ B.M.S in Any Specialization, B.Com in Any Specialization","MBA/PGDM in Any Specialization, M.Tech in Any Specialization, MCA in Any Specialization, Any Postgraduate, M.Com in Any Specialization, MS/M.Sc(Science) in Any Specialization",,
50,FarmwiseAI , , ,Data Scientist,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","GCP,Scikit-Learn,Python,Data Science,Predictive Modeling,Artificial Intelligence,Computer Science,Econometrics",https://www.naukri.com/job-listings-data-scientist-farmwiseai-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-270521006351?src=jobsearchDesk&sid=16261042858523235&xp=11&px=4,"Data Scientist,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Not mentioned,B.Tech/B.E. in Any Specialization,,,
51,Naukri Premium - Employer Services, , ,Data Scientist - Manufacturing Domain (SCM aspect) Location Open,7-12 Yrs,"15,00,000 - 25,00,000 PA.","Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science,Manufacturing domain,Data Quality,Exploratory Data Analysis,Hadoop,Spark,Machine Learning,Statistical Analysis",https://www.naukri.com/job-listings-data-scientist-manufacturing-domain-scm-aspect-location-open-naukri-employer-services-kolkata-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-7-to-12-years-110621005635?src=jobsearchDesk&sid=16261042858523235&xp=12&px=4,"Other,","Recruitment / Staffing,","Other,","Full Time, Permanent",Other,Any Graduate,,,
52,Ennuviz Technology Labs Private Limited , , ,Data Scientist,3-5 Yrs,Not disclosed,Chennai,"IT Skills,Java,Python,Data Science,Machine Learning,Project Management,Big Data,Multivariate Analysis",https://www.naukri.com/job-listings-data-scientist-ennuviz-technology-labs-private-limited-chennai-3-to-5-years-070721007356?src=jobsearchDesk&sid=16261042858523235&xp=13&px=4,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
53,KORCOMPTENZ CONSULTANCY PRIVATE LIMITED,4.1,(11 Reviews),Urgent | Data Scientist | Remote opportunity, ,Not disclosed,Remote,"IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,Cloud,Tableau,Predictive Modeling",https://www.naukri.com/job-listings-urgent-data-scientist-remote-opportunity-korcomptenz-consultancy-private-limited-chennai-5-to-10-years-090721008167?src=jobsearchDesk&sid=16261042858523235&xp=14&px=4,"Data Scientist,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Not mentioned,Any Graduate,,,
54,Infocepts Technologies Pvt. Ltd.,4.0,(55 Reviews),Senior Data Scientist,9-12 Yrs,Not disclosed,"Nagpur, Pune, Chennai","R,AI/ML,Python,IT Skills,Data Science,Machine Learning,Cloud,AWS",https://www.naukri.com/job-listings-senior-data-scientist-infocepts-technologies-pvt-ltd-nagpur-pune-chennai-9-to-12-years-010721005565?src=jobsearchDesk&sid=16261042858523235&xp=15&px=4,"Technical Architect,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
55,Kinaxis India Private Limited, , ,Machine Learning Developer - Data Scientist,5-10 Yrs,"25,00,000 - 35,00,000 PA.",Chennai(Perungudi),"Data Science,Machine Learning,Python,IT Skills,Cloud,Big Data,Pyspark,Algorithms",https://www.naukri.com/job-listings-machine-learning-developer-data-scientist-kinaxis-india-private-limited-chennai-5-to-10-years-270521002038?src=jobsearchDesk&sid=16261042858523235&xp=16&px=4,"Software Developer,","Software Product,","IT Software - Other,","Full Time, Permanent",Programming & Design,Graduation Not Required,,,
56,Winfort Services Pvt ltd , , ,Data Scientist,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,R,Statistics,Deep Learning",https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-290621005042?src=jobsearchDesk&sid=16261042858523235&xp=17&px=4,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
57,Crayon Data,3.5,(5 Reviews),Data Scientist,1-6 Yrs,Not disclosed,Chennai,"SAN,Data analysis,data science,SOC,Maya,SMS,Open source,SQL",https://www.naukri.com/job-listings-data-scientist-crayon-data-chennai-1-to-6-years-190421500067?src=jobsearchDesk&sid=16261042858523235&xp=18&px=4,"Administration Services/Medical Facilities,","IT Services & Consulting,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",Medical Professional,Any Graduate,Any Postgraduate,,
58,Motifworks India Pvt.Ltd,4.6,(19 Reviews),Azure Data Engineer,3-8 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Business Analytics,Microsoft Azure,IT Skills,Big Data,Data Science,Business Intelligence,R,Azure",https://www.naukri.com/job-listings-azure-data-engineer-motifworks-india-pvt-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-090721006410?src=jobsearchDesk&sid=16261042858523235&xp=19&px=4,"Technical Support Engineer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,B.Tech/B.E. in Any Specialization,,,
59,"dotSolved India Pvt., Ltd.", , ,Data  Engineer ETL Developer,7-12 Yrs,"9,50,000 - 18,00,000 PA.","Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Cloud,Algorithms,Google Analytics,Qlik Sense,Data Pipeline",https://www.naukri.com/job-listings-data-engineer-etl-developer-dotsolved-india-pvt-ltd-chennai-bangalore-bengaluru-7-to-12-years-280621013496?src=jobsearchDesk&sid=16261042858523235&xp=20&px=4,"Data Engineer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Not mentioned,Any Graduate,,,
60,"dotSolved India Pvt., Ltd.", , ,Data  Engineer ETL Developer,7-12 Yrs,"9,50,000 - 18,00,000 PA.","Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Cloud,Algorithms,Google Analytics,Qlik Sense,Data Pipeline",https://www.naukri.com/job-listings-data-engineer-etl-developer-dotsolved-india-pvt-ltd-chennai-bangalore-bengaluru-7-to-12-years-280621013496?src=jobsearchDesk&sid=16261047184135028&xp=1&px=5,"Data Engineer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Not mentioned,Any Graduate,,,
61,Adecco India Private Limited  , , ,Data Scientist with Machine Learning Job,5-10 Yrs,"11,00,000 - 20,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Machine Learning,big data,R Analytics,statistical analysis,Hadoop,Python,IT Skills,Data Science",https://www.naukri.com/job-listings-data-scientist-with-machine-learning-adecco-india-private-limited-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-5-to-10-years-280621005555?src=jobsearchDesk&sid=16261047184135028&xp=2&px=5,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,Any Doctorate,
62,Replicon Software,3.8,(35 Reviews),Data Scientist,5-10 Yrs,Not disclosed,"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Power Bi,predictive modelling,R,Amazon Lex,statistical analysis,Amazon Sagemaker,Tableau,Google DialogFlow",https://www.naukri.com/job-listings-data-scientist-replicon-software-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-260621603052?src=jobsearchDesk&sid=16261047184135028&xp=3&px=5,"Software Developer,","Software Product,","IT Software - Other,","Full Time, Permanent",Programming & Design,"BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization","M.Tech in Any Specialization, MCA in Any Specialization, PG Diploma in Any Specialization, MS/M.Sc(Science) in Any Specialization",,
63,Cholamandalam Investment & Finance,4.2,(1485 Reviews),Analytics Lead - Data Scientist,7-12 Yrs," 12,00,000 - 22,00,000 P.A. ","Chennai, Bangalore/Bengaluru","Predictive Modeling,Data Science,Cross Selling,Data Processing,Data Analytics,ETL,Analytics,Python",https://www.naukri.com/job-listings-analytics-lead-data-scientist-cholamandalam-investment-finance-chennai-bangalore-bengaluru-7-to-12-years-280521000815?src=jobsearchDesk&sid=16261047184135028&xp=4&px=5,Analytics Manager,,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI,,,,NBFC
64,Aspire Systems India (P) Ltd,3.9,(237 Reviews),Data Scientist - Interview Invitation from Aspire Systems,10-12 Yrs," 10,00,000 - 20,00,000 P.A. ","Chennai, Bangalore/Bengaluru","Big Data,ML,CNN,AWS,Azure,AI modelling,RNN,RESNET",https://www.naukri.com/job-listings-data-scientist-interview-invitation-from-aspire-systems-aspire-systems-india-p-ltd-chennai-bangalore-bengaluru-10-to-12-years-150621012208?src=jobsearchDesk&sid=16261047184135028&xp=5&px=5,IT/Technical Content Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Other,,,,IT Services & Consulting
65,Decision Point,3.7,(14 Reviews),Senior Data Scientist,3-6 Yrs,Not disclosed,"Gurgaon/Gurugram, Chennai","Data Science,Java,Hive,R,SAS,Hadoop,Spark,Machine Learning",https://www.naukri.com/job-listings-senior-data-scientist-decision-point-gurgaon-gurugram-chennai-3-to-6-years-200521905464?src=jobsearchDesk&sid=16261047184135028&xp=6&px=5,"DBA,","Management Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,Any Graduate,Any Postgraduate,Doctorate Not Required,
66,Boston Consulting Group,3.6,(53 Reviews),Senior Data Scientist,1-2 Yrs,Not disclosed,"Mumbai, New Delhi, Chennai","Computer science,Analytical skills,advanced analytics,SDS,data science,Artificial Intelligence,Machine learning,Management consulting",https://www.naukri.com/job-listings-senior-data-scientist-boston-consulting-group-chennai-delhi-mumbai-1-to-2-years-190820500542?src=jobsearchDesk&sid=16261047184135028&xp=7&px=5,"Software Developer,","Management Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
67,AVE-Promagne, , ,Sr Data Scientist ( From Service Industry ),6-11 Yrs,Not disclosed,Chennai,"IT Skills,Python,Data Science,Machine Learning,R,Algorithms,Excel Powerpoint,Artificial Intelligence",https://www.naukri.com/job-listings-sr-data-scientist-from-service-industry-ave-promagne-chennai-6-to-11-years-040621904764?src=jobsearchDesk&sid=16261047184135028&xp=8&px=5,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,B.Tech/B.E. in Any Specialization,"M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization",Doctorate Not Required,
68,Mindtree Limited,4.0,(1722 Reviews),Data Scientist - Technical Lead,5-10 Yrs,Not disclosed,Chennai,"Data analysis,data science,GCP,Cloud,Manager Technology,power bi,Technical Lead,AWS",https://www.naukri.com/job-listings-data-scientist-technical-lead-mindtree-limited-chennai-5-to-10-years-021220500702?src=jobsearchDesk&sid=16261047184135028&xp=9&px=5,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
69,Headhunter , , ,Data Engineer (SE/ SSE / Technical Lead ),2-7 Yrs,Not disclosed,"Pune, Bangalore Rural, Chennai, Coimbatore, Delhi / NCR, Mumbai (All Areas)","Airflow,Python,Google Cloud,IT Skills,Data Science,Cloud,AWS,Azure",https://www.naukri.com/job-listings-data-engineer-se-sse-technical-lead-headhunter-pune-bangalore-rural-chennai-coimbatore-delhi-ncr-mumbai-all-areas-2-to-7-years-030521006284?src=jobsearchDesk&sid=16261047184135028&xp=10&px=5,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Sc in Computers, Electronics, B.Tech/B.E. in Any Specialization","MS/M.Sc(Science) in Computers, M.Tech in Computers, MCA in Computers",,
70,Winfort Services Pvt ltd , , ,Data Scientist,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru","Python,Spark,Artificial Intelligence,Hive,Data Visualization,Machine Learning,SQL,R",https://www.naukri.com/job-listings-data-scientist-winfort-services-pvt-ltd-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-290621605044?src=jobsearchDesk&sid=16261047184135028&xp=11&px=5,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
71,Shell India Markets Private Limited,4.1,(677 Reviews),Associate Data Scientist - Space Planner,3-6 Yrs,Not disclosed,Chennai,"Data Science,Category Management,Business Insights,Merchandising,Software Design,Quantitative Finance,Space Planning",https://www.naukri.com/job-listings-associate-data-scientist-space-planner-shell-india-markets-private-limited-chennai-3-to-6-years-160621906518?src=jobsearchDesk&sid=16261047184135028&xp=12&px=5,"Data Analyst,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,,
72,Shell India Markets Private Limited,4.1,(677 Reviews),Data Scientist - Upstream,4-6 Yrs,Not disclosed,Chennai,"Data Science,Vue.Js,Artificial Intelligence,Neural Networks,Keras,Decision Trees,Machine Learning,Python",https://www.naukri.com/job-listings-data-scientist-upstream-shell-india-markets-private-limited-chennai-4-to-6-years-160621901417?src=jobsearchDesk&sid=16261047184135028&xp=13&px=5,"Data Analyst,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,B.Tech/B.E. in Computers,Any Postgraduate,,
73,Shell India Markets Private Limited,4.1,(677 Reviews),Data Scientist - Process mining,5-8 Yrs,Not disclosed,Chennai,"Predictive Modeling,Data Science,Plant Maintenance,Advanced Analytics,Process Mining,Statistical Modeling,Tableau,Sap Lumira",https://www.naukri.com/job-listings-data-scientist-process-mining-shell-india-markets-private-limited-chennai-5-to-8-years-160621901416?src=jobsearchDesk&sid=16261047184135028&xp=14&px=5,"Data Analyst,","Petrochemical / Plastics / Rubber,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Tech/B.E. in Computers, B.A in Statistics, Maths, B.Sc in Maths, Statistics, Computers, BCA in Computers",Any Postgraduate,,
74,Societe Generale,3.8,(721 Reviews),Lead Data Scientist - SAS Expert,4-8 Yrs,Not disclosed,Chennai,"networks,machine learning,Statistical Learning,KNN,Clustering,Ensemble Methods,SQL,Python",https://www.naukri.com/job-listings-lead-data-scientist-sas-expert-societe-generale-global-solution-centre-pvt-ltd-chennai-4-to-8-years-170621006847?src=jobsearchDesk&sid=16261047184135028&xp=15&px=5,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
75,AVE-Promagne , , ,"Data Scientist (Predictive Modelling,Python)",6-8 Yrs,Not disclosed,Chennai,"IT Skills,Python,Machine Learning,analytics,R,data science,statistical modelling,Predictive modelling",https://www.naukri.com/job-listings-data-scientist-predictive-modelling-python-ave-promagne-chennai-6-to-8-years-040621901639?src=jobsearchDesk&sid=16261047184135028&xp=16&px=5,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,"MS/M.Sc(Science) in Maths, Computers, Statistics, MCA in Computers, M.A in Maths, Statistics, M.Tech in Computers",Doctorate Not Required,
76,AVE-Promagne, , ,Data Scientist (Predictive Analytics),2-4 Yrs,Not disclosed,Chennai,"R,SAS,machine learning,Data Quality Analysis,Alteryx,Power BI,Qlickview,GARCH modeling",https://www.naukri.com/job-listings-data-scientist-predictive-analytics-ave-promagne-chennai-2-to-4-years-110621908080?src=jobsearchDesk&sid=16261047184135028&xp=17&px=5,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,Any Postgraduate,Doctorate Not Required,
77,Replicon Software (India) Pvt Ltd,3.8,(35 Reviews),Data Scientist,4-8 Yrs, Not Disclosed by Recruiter ,"Noida, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","NLP,Machine Learning,SQL,Data Science,R,Artificial Intelligence,NLU,AI",https://www.naukri.com/job-listings-data-scientist-replicon-software-india-pvt-ltd-noida-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-8-years-010621007285?src=jobsearchDesk&sid=16261047184135028&xp=18&px=5,Data Analyst,,Analytics & Business Intelligence,"Full Time, Permanent",Analytics & BI,,,,Software Product
78,SRM360 consulting Private Limited, , ,Data Modeler - Life Sciences/Pharmaceutical Domain,7-10 Yrs,Not disclosed,Chennai,"DataLake,RDBMS,Data Architect,Metadata,Data Modeling,JDEdwards,ETL",https://www.naukri.com/job-listings-data-modeler-life-sciences-pharmaceutical-domain-srm360-consulting-private-limited-chennai-7-to-10-years-300321900597?src=jobsearchDesk&sid=16261047184135028&xp=19&px=5,"Database Architect/Designer,","Accounting / Auditing,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,"B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Computers",Any Postgraduate,Doctorate Not Required,
79,2coms, , ,Data Scientist,6-11 Yrs,Not disclosed,"Chennai, Chennai","Python,Spark,Artificial Intelligence,Hive,statistical analysis,R Analytics,SQL,big data",https://www.naukri.com/job-listings-data-scientist-2coms-chennai-chennai-6-to-11-years-020721903096?src=jobsearchDesk&sid=16261047184135028&xp=20&px=5,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
80,Hexaware Technologies Ltd.,3.5,(1663 Reviews),Sr. MS BI Developer/Data Analyst/Lead - SSIS/SSRS/SSAS,3-8 Yrs, Not Disclosed by Recruiter ,"Mumbai, Pune, Chennai","SSRS,MS SSIS,ETL,SSAS,MSBI,SSIS",https://www.naukri.com/job-listings-sr-ms-bi-developer-data-analyst-lead-ssis-ssrs-ssas-hexaware-technologies-ltd-mumbai-pune-chennai-3-to-8-years-101120005209?src=jobsearchDesk&sid=1626105072256363&xp=1&px=6,Database Architect/Designer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
81,ExecBoardinAsia, , ,Data Scientist,5-10 Yrs,Not disclosed,Chennai,"Statistical analysis,data science,model development,Research,Monitoring",https://www.naukri.com/job-listings-data-scientist-execboardinasia-chennai-5-to-10-years-300620500434?src=jobsearchDesk&sid=1626105072256363&xp=2&px=6,"Research Scientist,","Recruitment / Staffing,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
82,Hitachi ABB Power Grids,3.7,(19 Reviews),Data Scientist,5-8 Yrs,Not disclosed,Chennai,"Procurement,System testing,ISO,data science,Coding,Agile development,Data collection,Data mining",https://www.naukri.com/job-listings-data-scientist-hitachi-abb-power-grids-chennai-5-to-8-years-280521501740?src=jobsearchDesk&sid=1626105072256363&xp=3&px=6,"Administration Services/Medical Facilities,","Electronic Components / Semiconductors,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",Medical Professional,"Any Graduate, B.Tech/B.E. in Any Specialization",Any Postgraduate,,
83,Diverse Lynx,2.9,(46 Reviews),Data Scientist,3-9 Yrs,Not disclosed,Chennai,"IT Skills,Java,Python,Data Science,Machine Learning,deep learning,Business Analyst,SCALA",https://www.naukri.com/job-listings-data-scientist-diverse-lynx-chennai-3-to-9-years-270820500324?src=jobsearchDesk&sid=1626105072256363&xp=4&px=6,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
84,Caspex Tech LLP, , ,Data Scientist/ Machine Learning Consultant,5-10 Yrs, Not Disclosed by Recruiter ,Chennai,"Machine Learning,Deep Learning,SQL,IT Skills,Python,Data Science,AWS,Predictive Modeling",https://www.naukri.com/job-listings-data-scientist-machine-learning-consultant-caspex-tech-llp-chennai-5-to-10-years-180621003367?src=jobsearchDesk&sid=1626105072256363&xp=5&px=6,Software Developer,,"IT Software - DBA, Datawarehousing","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
85,Buckman, , ,Data Scientist,3-8 Yrs,Not disclosed,Chennai,"Water treatment,Minitab,data science,Analytical,Machine learning,Data mining,MATLAB,Sustainable development",https://www.naukri.com/job-listings-data-scientist-buckman-chennai-3-to-8-years-160320500569?src=jobsearchDesk&sid=1626105072256363&xp=6&px=6,"Research Scientist,","Petrochemical / Plastics / Rubber,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Any Postgraduate,,
86,BAHWAN CYBERTEK PRIVATE LIMITED,3.3,(101 Reviews),Data Scientist,7-12 Yrs,"20,00,000 - 25,00,000 PA.",Chennai,"Python,R Studio,Databricks Notebooks,Anaconda,Apache Spark,Big data,Jupyter,AWS S3",https://www.naukri.com/job-listings-data-scientist-bahwan-cybertek-private-limited-chennai-7-to-12-years-130521001910?src=jobsearchDesk&sid=1626105072256363&xp=7&px=6,"Analytics Manager,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Tech/B.E. in Any Specialization, BCA in Any Specialization",MCA in Any Specialization,,
87,Payoda Technologies Pvt. Ltd,3.8,(32 Reviews),Data Scientist,5-10 Yrs,Not disclosed,"Chennai, Coimbatore","Telecom,deep learning,Data management,data science,Machine learning,Manager Technology,model development,big data",https://www.naukri.com/job-listings-data-scientist-payoda-technologies-pvt-ltd-chennai-coimbatore-5-to-10-years-060121500435?src=jobsearchDesk&sid=1626105072256363&xp=8&px=6,"Clinical Research Associate/Scientist,","Recruitment / Staffing,","Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,","Full Time, Permanent",R&D,Any Graduate,Post Graduation Not Required,,
88,Naukri Premium - Employer Services, , ,Data Scientist,6-11 Yrs,"16,00,000 - 30,00,000 PA.",Chennai,"Data Science,Machine Learning,Deep Learning",https://www.naukri.com/job-listings-data-scientist-naukri-employer-services-chennai-6-to-11-years-010621007007?src=jobsearchDesk&sid=1626105072256363&xp=9&px=6,"Analytics Manager,","Oil & Gas,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
89,Hexaware Technologies Ltd.,3.5,(1663 Reviews),Need For Business analyst with SQL Server and Data warehousing,9-14 Yrs," 10,00,000 - 20,00,000 P.A. ","Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)","DW,DWBI,SQL Server,Data Warehousing,ETL,Business Analysis",https://www.naukri.com/job-listings-need-for-business-analyst-with-sql-server-and-data-warehousing-hexaware-technologies-ltd-pune-chennai-bangalore-bengaluru-mumbai-all-areas-9-to-14-years-020721000427?src=jobsearchDesk&sid=1626105072256363&xp=10&px=6,Business Analyst,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",System Design/Implementation/ERP/CRM,,,,IT Services & Consulting
90,Perex Engineering Pvt Ltd , , ,Data Scientist,4-8 Yrs,"15,00,000 - 25,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Science,aws sagemaker,Machine Learning,model building,R programming,scrum,Confluence,Pycharm",https://www.naukri.com/job-listings-data-scientist-perex-engineering-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-4-to-8-years-150621009153?src=jobsearchDesk&sid=1626105072256363&xp=11&px=6,"Data Scientist,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Not mentioned,Any Graduate,,,
91,REKRUT INDIA PRIVATE LIMITED  , , ,Job | Data Scientist | Bangalore | Immediate Joiner | Remote - WFH,3-5 Yrs,"4,75,000 - 9,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","Data Science,NLP,Machine Learning,IT Skills,Python,work from home,Algorithms,Statistical Analysis",https://www.naukri.com/job-listings-data-scientist-bangalore-immediate-joiner-remote-wfh-rekrut-india-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-5-years-130621000795?src=jobsearchDesk&sid=1626105072256363&xp=12&px=6,"Software Developer,","Software Product,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
92,C1X Inc., , ,Data Engineer,2-5 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","process,development,UX,code,Service,Data processing,developing,HTML",https://www.naukri.com/job-listings-data-engineer-c1x-inc-chennai-bengaluru-bangalore-2-to-5-years-250118501623?src=jobsearchDesk&sid=1626105072256363&xp=13&px=6,"Software Developer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Computers,M.Tech in Computers,,
93,Class One Exchange., , ,Data Engineer ,3-8 Yrs,Not disclosed,"Chennai, Bengaluru","process,development,UX,code,Service,Data processing,developing,HTML",https://www.naukri.com/job-listings-data-engineer-class-one-exchange-chennai-bengaluru-bangalore-3-to-8-years-180517500031?src=jobsearchDesk&sid=1626105072256363&xp=14&px=6,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers","M.Tech in Computers, MCA in Computers",,
