,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry Type,Functional Area,Employment Type,Role Category,UG ,PG ,Doctorate ,Industry
134,Magneq software, , ,"We are providing Training on Java, Testing, Python.",0-0 Yrs,Not disclosed,Hyderabad/Secunderabad(Begumpet),"Java,Providing Training,Python,Data Science,AWS",https://www.naukri.com/job-listings-we-are-providing-training-on-java-testing-python-magneq-software-hyderabad-secunderabad-0-to-0-years-120721004703?src=jobsearchDesk&sid=16261451361576520&xp=15&px=8,"IT/Technical Content Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Other,Any Graduate,Any Postgraduate,,
135,CarbyneTech India,2.7,(9 Reviews),Business Analyst - User Story/ Wireframe,6-10 Yrs,Not disclosed,Hyderabad/Secunderabad,"Enterprise Applications,Data Science,Application Development,Wireframing,Process Mapping,Traceability Matrix,FRS,User Stories",https://www.naukri.com/job-listings-business-analyst-user-story-wireframe-carbynetech-india-hyderabad-secunderabad-6-to-10-years-040721900343?src=jobsearchDesk&sid=16261451361576520&xp=16&px=8,"Business Analyst,","Accounting / Auditing,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",System Design/Implementation/ERP/CRM,"B.Sc in Any Specialization, BCA in Computers, B.Tech/B.E. in Any Specialization",Any Postgraduate,Doctorate Not Required,
136,AugmatrixGo, , ,Data Analyst - Big Data/Data Modeling,4-9 Yrs,Not disclosed,"Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram","Data modelling,communication,Big Data,Data modeling,Agile Scrum,presentation,SQL,Data Analysis",https://www.naukri.com/job-listings-data-analyst-big-data-data-modeling-augmatrixgo-hyderabad-secunderabad-pune-gurgaon-gurugram-4-to-9-years-250321910313?src=jobsearchDesk&sid=16261451361576520&xp=17&px=8,"DBA,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,"B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, BCA in Computers",Any Postgraduate,Doctorate Not Required,
137,Meritus Intelytics Private Limited,4.3,(2 Reviews),Merilytics - Business Analyst - Data Analytics -IIT/NIT/BITS,0-3 Yrs,Not disclosed,Hyderabad/Secunderabad,"excel,analytics,python,data analysis,business analysis,problem solving,sql,statistics",https://www.naukri.com/job-listings-merilytics-business-analyst-data-analytics-iit-nit-bits-meritus-intelytics-private-limited-hyderabad-secunderabad-0-to-3-years-030721004621?src=jobsearchDesk&sid=16261451361576520&xp=18&px=8,"Business Analyst,","Management Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,"B.Tech/B.E. in Any Specialization, Any Graduate",MBA/PGDM in Any Specialization,"Any Doctorate, Doctorate Not Required",
138,Cotiviti India Private Limited,3.8,(113 Reviews),Hadoop Developer - Fresher,0-1 Yrs, Not Disclosed by Recruiter ,Hyderabad/Secunderabad,"verbal communication,Java,Spark,Hive,OOP's,Hadoop,written,analytical",https://www.naukri.com/job-listings-hadoop-developer-fresher-cotiviti-india-private-limited-hyderabad-secunderabad-0-to-1-years-090721008155?src=jobsearchDesk&sid=16261451361576520&xp=19&px=8,Software Developer,,"IT Software - Application Programming, Maintenance","Full Time, Permanent",Programming & Design,,,,IT Services & Consulting
139,Sutherland Global Services Inc, , ,Sr Professional - Data Scientist / Analytics,3-8 Yrs,Not disclosed,Hyderabad,"IT Skills,Python,Big Data,Tableau,Power BI,Data analysis,Healthcare,Open source",https://www.naukri.com/job-listings-sr-professional-data-scientist-analytics-sutherland-global-services-inc-hyderabad-secunderabad-3-to-8-years-091120500401?src=jobsearchDesk&sid=16261451361576520&xp=20&px=8,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"Any Graduate, B.Tech/B.E. in Production/Industrial",MCA in Computers,,
140,Sutherland Global Services Inc, , ,Sr Professional - Data Scientist / Analytics,3-8 Yrs,Not disclosed,Hyderabad,"IT Skills,Python,Big Data,Tableau,Power BI,Data analysis,Healthcare,Open source",https://www.naukri.com/job-listings-sr-professional-data-scientist-analytics-sutherland-global-services-inc-hyderabad-secunderabad-3-to-8-years-091120500401?src=jobsearchDesk&sid=16261456401917269&xp=1&px=9,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,"Any Graduate, B.Tech/B.E. in Production/Industrial",MCA in Computers,,
141,Eze Castle Integration Services (Formerly Alphaserve Technologies), , ,Senior Data Analyst,6-11 Yrs,"10,00,000 - 20,00,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru","Revenue Cycle Management,US Healthcare,ETL,Power Bi,Stored Procedures,Data Visualization,SQL Server,Tableau",https://www.naukri.com/job-listings-senior-data-analyst-eze-castle-integration-services-formerly-alphaserve-technologies-hyderabad-secunderabad-bangalore-bengaluru-6-to-11-years-130621001026?src=jobsearchDesk&sid=16261456401917269&xp=2&px=9,"Senior Data Analyst,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Not mentioned,"B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization, B.Pharma in Any Specialization",,,
142,Amazon Development Centre (India) Pvt. Ltd.,4.2,(8064 Reviews),Amazon HYD is Hiring For Quality Specialist,0-4 Yrs,"3,25,000 - 4,00,000 PA.",Hyderabad/Secunderabad,"Origin,Data Science,Data Presentation,Performance Metrics,Excel,Word,Process Optimization,Product Engineering",https://www.naukri.com/job-listings-amazon-hyd-is-hiring-for-quality-specialist-amazon-development-centre-india-pvt-ltd-hyderabad-secunderabad-0-to-4-years-230621001636?src=jobsearchDesk&sid=16261456401917269&xp=3&px=9,,,,,,,,,
143,Enormous IT Services Pvt Ltd  , , ,Data Scientist,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"SQL,analytical,Machine Learning,R,Data Science,Python,IT Skills,regression model",https://www.naukri.com/job-listings-data-scientist-enormous-it-services-pvt-ltd-hyderabad-secunderabad-4-to-6-years-270621000628?src=jobsearchDesk&sid=16261456401917269&xp=4&px=9,"Team Lead/Technical Lead,","IT Services & Consulting,","IT Software - Other,","Full Time, Permanent",Programming & Design,Any Graduate,Any Postgraduate,,
144,Okda Solutions, , ,Data Scientist - Artificial Intelligence/ Machine Learning,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,"Semantic Hashing,SQL Server,SigmaJS,LSTM,Word2Vec,NoSQL,Tableau,Cassandra",https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-machine-learning-okda-solutions-hyderabad-secunderabad-4-to-8-years-181219905995?src=jobsearchDesk&sid=16261456401917269&xp=5&px=9,"Other,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Other,"B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization",Any Postgraduate,Doctorate Not Required,
145,TurboHire Technologies Pvt. Ltd.   , , ,Data Scientist,1-4 Yrs,Not disclosed,Hyderabad/Secunderabad,"Machine Learning,R,analytical,Natural Language,Java,Regex,Artificial Intelligence,Python",https://www.naukri.com/job-listings-data-scientist-turbohire-technologies-pvt-ltd-hyderabad-secunderabad-1-to-4-years-140621004551?src=jobsearchDesk&sid=16261456401917269&xp=6&px=9,"Technical Architect,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,,,
146,Optum Global Solutions (India) Private Limited,4.1,(1205 Reviews),"Senior Data Engineering Analyst - Informatica, Unix, Oracle PL/SQL",4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"Data Engineering,Agile,Unix Shell Scripting,Data Extraction,PLSQL,SQL Server,Data Warehousing,Informatica",https://www.naukri.com/job-listings-senior-data-engineering-analyst-informatica-unix-oracle-pl-sql-optum-global-solutions-india-private-limited-hyderabad-secunderabad-4-to-6-years-090721902078?src=jobsearchDesk&sid=16261456401917269&xp=7&px=9,"Database Architect/Designer,","IT Services & Consulting,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,"BCA in Computers, B.Tech/B.E. in Computers, B.Sc in Computers",Any Postgraduate,,
147,Salesforce,4.0,(76 Reviews),Associate Data Engineer / Data Engineer - Machine Learning,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,"Computer science,data science,GCP,Machine learning,Salesforce.com,Data structures,Operations,CRM",https://www.naukri.com/job-listings-associate-data-engineer-data-engineer-machine-learning-salesforce-hyderabad-secunderabad-2-to-5-years-050521500243?src=jobsearchDesk&sid=16261456401917269&xp=8&px=9,"System Administrator,","Film / Music / Entertainment,","IT Software - eCommerce, Internet Technologies,","Full Time, Permanent",Admin/Maintenance/Security/Datawarehousing,Any Graduate,Any Postgraduate,,
148,ExecBoardinAsia, , ,Head of Data Engineering,11-15 Yrs,Not disclosed,Hyderabad,"Backend,Head Business Development,data science,Architecture,devops,Infrastructure,Analytics",https://www.naukri.com/job-listings-head-of-data-engineering-execboardinasia-hyderabad-secunderabad-11-to-15-years-070121501366?src=jobsearchDesk&sid=16261456401917269&xp=9&px=9,"Database Architect/Designer,","Recruitment / Staffing,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Programming & Design,B.Tech/B.E. in Any Specialization,Post Graduation Not Required,,
149,WinTecSoft, , ,Looking For Fresher’s / Intern For Artificial Intelligence projects,0-2 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Machine Learning,R,AI,SDLC,Artificial Intelligence,Deep Learning,python,Hadoop",https://www.naukri.com/job-listings-looking-for-fresher-s-intern-for-artificial-intelligence-projects-wintecsoft-hyderabad-secunderabad-bangalore-bengaluru-0-to-2-years-300621000383?src=jobsearchDesk&sid=16261456401917269&xp=10&px=9,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,,,
150,Nisum Technologies,3.6,(34 Reviews),Power BI with Tableau and Azure Analysis Services,4-6 Yrs,Not disclosed,Hyderabad/Secunderabad,"IT Skills,Testing,Power BI,Azure,Change management,data science,Production support,Data modeling",https://www.naukri.com/job-listings-power-bi-with-tableau-and-azure-analysis-services-nisum-technologies-hyderabad-secunderabad-4-to-6-years-070721500252?src=jobsearchDesk&sid=16261456401917269&xp=11&px=9,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
151,Infoservicesllc, , ,Data Analyst,7-12 Yrs,"15,00,000 - 30,00,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Python,Machine Learning,Cloud,Big Data,AWS,Digital Marketing,R",https://www.naukri.com/job-listings-data-analyst-infoservicesllc-hyderabad-secunderabad-chennai-bangalore-bengaluru-7-to-12-years-100721003600?src=jobsearchDesk&sid=16261456401917269&xp=12&px=9,"Data Analyst,","IT Services & Consulting,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,,Any Postgraduate,,
152,ALLIANZ SERVICES PRIVATE LIMITED,3.5,(9 Reviews),Data Analyst (Pricing),3-8 Yrs,"7,00,000 - 10,00,000 PA.","Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram","Emblem,Python,Radar",https://www.naukri.com/job-listings-data-analyst-pricing-allianz-services-private-limited-hyderabad-secunderabad-pune-bangalore-bengaluru-trivandrum-thiruvananthapuram-3-to-8-years-240621004288?src=jobsearchDesk&sid=16261456401917269&xp=13&px=9,"Data Analyst,","Analytics / KPO / Research,","Analytics & Business Intelligence,","Full Time, Permanent",Analytics & BI,Any Graduate,,,
153,SRS Infoway,4.3,(6 Reviews),Data Analyst-Contract To Hire Position- MNC,4-9 Yrs,"5,00,000 - 14,00,000 PA.","Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data Analysis,https://www.naukri.com/job-listings-data-analyst-contract-to-hire-position-mnc-srs-infoway-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-4-to-9-years-080721600301?src=jobsearchDesk&sid=16261456401917269&xp=14&px=9,"Business Analyst,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Temporary/Contractual",System Design/Implementation/ERP/CRM,Graduation Not Required,,,
154,Sahasya Global Solutions,3.5,(6 Reviews),Salesforce Data Analyst,0-5 Yrs,Not disclosed,Hyderabad,"IT Skills,Salesforce,IT services,Data migration,development,technical,level,System programming",https://www.naukri.com/job-listings-salesforce-data-analyst-sahasya-global-solutions-hyderabad-secunderabad-0-to-5-years-240619505710?src=jobsearchDesk&sid=16261456401917269&xp=15&px=9,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,Any Graduate,Post Graduation Not Required,,
155,Varite,3.4,(38 Reviews),Content Data Analyst,0-4 Yrs,Not disclosed,Hyderabad,"IT Skills,Testing,Quality Assurance,Manager Quality Assurance,Manual testing,Data Analyst,Data quality,Asset management",https://www.naukri.com/job-listings-content-data-analyst-varite-hyderabad-secunderabad-0-to-4-years-180121500021?src=jobsearchDesk&sid=16261456401917269&xp=16&px=9,"Quality Assurance/Quality Control Executive,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",QA/Testing/Documentation,Any Graduate,Any Postgraduate,,
156,Mind Circus Innovation, , ,Excel VBA Jobs Hyderabad | VBA data analyst Jobs,0-1 Yrs,"90,000 - 1,75,000 PA.","Madurai, Warangal, Hyderabad/Secunderabad","Excel,VBA,Data Analysis,work from home,Word,MIS,VLOOKUP,Advanced Excel",https://www.naukri.com/job-listings-excel-vba-jobs-hyderabad-vba-data-analyst-jobs-mind-circus-innovation-madurai-warangal-hyderabad-secunderabad-0-to-1-years-140621006512?src=jobsearchDesk&sid=16261456401917269&xp=17&px=9,"Fresher,","Animation & VFX,","IT Software - DBA, Datawarehousing,","Full Time, Permanent",Other,Any Graduate,,,
157,"PerkinElmer, Inc.", , ,Data Analyst-Internship,0-0 Yrs,Not disclosed,Hyderabad,"SAP,Business analytics,Data Analyst,Internship,Inventory,Lotus Notes",https://www.naukri.com/job-listings-data-analyst-internship-perkinelmer-inc-hyderabad-secunderabad-0-to-0-years-041219501204?src=jobsearchDesk&sid=16261456401917269&xp=18&px=9,"Software Developer,","Pharmaceutical & Life Sciences,","IT Software - Application Programming, Maintenance,","Full Time, Permanent",Programming & Design,B.A,Post Graduation Not Required,,
158,IDC TECHNOLOGIES SOLUTIONS INDIA PVT LIMITED, , ,Database Engineer& Data Analyst,3-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Project Management,BPO,project management,Database Engineer,Data Analyst",https://www.naukri.com/job-listings-database-engineer-data-analyst-idc-technologies-solutions-india-pvt-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-3-to-8-years-300621605576?src=jobsearchDesk&sid=16261456401917269&xp=19&px=9,"Software Developer,","IT Services & Consulting,","IT Software - Application Programming, Maintenance,","Full Time, Temporary/Contractual",Programming & Design,Any Graduate,Any Postgraduate,Any Doctorate,
