,Company,Rating,Position,Experience,Salary,Location,Skills,Link
143,Industrial Personnel Network    ,Nan,Data scientist - Delhi,Industrial Personnel Network    ,"14,00,000 - 15,00,000 PA.",New Delhi,pythonRData sciencedata scientistMachine Learning,https://www.naukri.com/job-listings-data-scientist-delhi-industrial-personnel-network-new-delhi-3-to-7-years-040621000857?src=jobsearchDesk&sid=16254086406476103&xp=4&px=9
144,Infocepts Technologies Pvt. Ltd.,4.0,Senior Data Scientist,Infocepts Technologies Pvt. Ltd.,Not disclosed,"Nagpur, Pune, Chennai",RAI/MLPythonIT SkillsData ScienceMachine LearningCloudAWS,https://www.naukri.com/job-listings-senior-data-scientist-infocepts-technologies-pvt-ltd-nagpur-pune-chennai-9-to-12-years-010721005565?src=jobsearchDesk&sid=16254086406476103&xp=5&px=9
145,Bion,Nan,Lead Software Engineer - Machine Learning,Bion,Not disclosed,Bangalore/Bengaluru,IT SkillsPythonMachine LearningBig DataAlgorithmsData ScientistHadoopSpark,https://www.naukri.com/job-listings-lead-software-engineer-machine-learning-bion-bangalore-bengaluru-6-to-11-years-040320903026?src=jobsearchDesk&sid=16254086406476103&xp=6&px=9
146,Bion,Nan,Lead Software Engineer - Machine Learning,Bion,Not disclosed,Bangalore/Bengaluru,written communicationSparkHadoopMachine learninganalyticalJVMPythonalgorithms,https://www.naukri.com/job-listings-lead-software-engineer-machine-learning-bion-bangalore-bengaluru-8-to-13-years-040320901983?src=jobsearchDesk&sid=16254086406476103&xp=7&px=9
147,FRONTDOOR INDIA PRIVATE LIMITED,Nan,Data Scientist,FRONTDOOR INDIA PRIVATE LIMITED,Not disclosed,Pune,Data ScienceData AnalysisSQL QueriesData VisualizationTableauMachine LearningR ShinyStatistical Analysis,https://www.naukri.com/job-listings-data-scientist-frontdoor-india-private-limited-pune-4-to-6-years-300621901347?src=jobsearchDesk&sid=16254086406476103&xp=8&px=9
148,Bion,Nan,Lead Software Engineer - Machine Learning,Bion,Not disclosed,Bangalore/Bengaluru,IT SkillsPythonMachine LearningBig DataMachine learning algorithms Data Scientistweb services Python,https://www.naukri.com/job-listings-lead-software-engineer-machine-learning-bion-bangalore-bengaluru-8-to-13-years-160621904569?src=jobsearchDesk&sid=16254086406476103&xp=9&px=9
149,ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED,3.5,Lead Data Scientist,ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED,"20,00,000 - 27,50,000 PA.",Bangalore/Bengaluru(Dairy Circle),Azure MLJupiterTensorFlowMachine LearningNumPyKeraspyTorchMicrosoft AI,https://www.naukri.com/job-listings-lead-data-scientist-alten-calsoft-labs-india-private-limited-bangalore-bengaluru-10-to-13-years-040621007518?src=jobsearchDesk&sid=16254086406476103&xp=10&px=9
150,ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED,3.5,Lead Data Scientist,ALTEN CALSOFT LABS (INDIA) PRIVATE LIMITED,"20,00,000 - 27,50,000 PA.",Bangalore/Bengaluru(Dairy Circle),IT SkillsPythonData ScienceMachine LearningAWSTableauPower BIArtificial Intelligence,https://www.naukri.com/job-listings-lead-data-scientist-alten-calsoft-labs-india-private-limited-bangalore-bengaluru-10-to-13-years-040621007519?src=jobsearchDesk&sid=16254086406476103&xp=11&px=9
151,Accenture Solutions Pvt Ltd,4.0,Ecosystem Senior Data Engineer,Accenture Solutions Pvt Ltd,Not disclosed,India,IT SkillsPythonTestingData ScienceMachine LearningCloudBig DataBusiness process,https://www.naukri.com/job-listings-ecosystem-senior-data-engineer-accenture-solutions-pvt-ltd-india-3-to-7-years-060521906617?src=jobsearchDesk&sid=16254086406476103&xp=12&px=9
152,Nielsen,3.8,Senior Data Engineer,Nielsen,Not disclosed,"Chennai, Bangalore/Bengaluru, Vadodara",AirflowPysparkHadoopStatistical ModelingBig DataSparkMachine LearningNumpy,https://www.naukri.com/job-listings-senior-data-engineer-nielsen-india-private-limited-chennai-bangalore-bengaluru-vadodara-baroda-5-to-10-years-290621003061?src=jobsearchDesk&sid=16254086406476103&xp=13&px=9
153,Fractal Analytics,3.9,"Data Scientist, Machine Learning",Fractal Analytics,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru, Mumbai (All Areas)",IT SkillsPythonData ScienceMachine LearningArtificial IntelligenceRNoSQLData Structures,https://www.naukri.com/job-listings-data-scientist-machine-learning-fractal-analytics-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-mumbai-all-areas-3-to-6-years-040621007462?src=jobsearchDesk&sid=16254086406476103&xp=14&px=9
154,Job Fittment Finder,Nan,Senior Data Scientist,Job Fittment Finder,Not disclosed,Bangalore/Bengaluru,IT SkillsJavaPythonSoftware DevelopmentData ScienceMachine LearningProduct ManagementAnomaly Detection,https://www.naukri.com/job-listings-senior-data-scientist-fittment-finder-bangalore-bengaluru-9-to-14-years-250521908194?src=jobsearchDesk&sid=16254086406476103&xp=15&px=9
155,Flipkart Internet Private Limited,4.2,Analytics Manager,Flipkart Internet Private Limited,Not disclosed,Bangalore/Bengaluru,RArtificial Intelligence Analytics ManagerStatistical ModelingData MiningTableauMachine LearningStatistics,https://www.naukri.com/job-listings-analytics-manager-flipkart-internet-private-limited-bangalore-bengaluru-6-to-11-years-150621909250?src=jobsearchDesk&sid=16254086406476103&xp=16&px=9
156,Talent Connect,Nan,Data Science Product Manager,Talent Connect,Not disclosed,"Bangalore/Bengaluru, KA", Machine Learning Deep Learning and Artificial IntelligenceStatistics,https://www.naukri.com/job-listings-data-science-product-manager-talent-connect-bangalore-bengaluru-ka-4-to-9-years-280720904586?src=jobsearchDesk&sid=16254086406476103&xp=17&px=9
157,Bion,Nan,Lead AI Engineer,Bion,Not disclosed,Bangalore/Bengaluru,big data econumpykerastensorflowmachine learningpytorchscipyJava,https://www.naukri.com/job-listings-lead-ai-engineer-bion-bangalore-bengaluru-4-to-8-years-110621902927?src=jobsearchDesk&sid=16254086406476103&xp=18&px=9
158,VIAPROM Analytics,Nan,Data Analyst,VIAPROM Analytics,Not disclosed,Kolkata,Data ScientistPySparkVisualisationData AnalyticsStatistical ModellingPythonSQL,https://www.naukri.com/job-listings-data-analyst-viaprom-analytics-kolkata-3-to-4-years-170621902977?src=jobsearchDesk&sid=16254086406476103&xp=19&px=9
159,Pioneer Manpower Solutions,Nan,Data Scientist,Pioneer Manpower Solutions,Not disclosed,PAN India,IT SkillsPythonData ScienceMachine LearningTableauwork from home SQL Data Scientist,https://www.naukri.com/job-listings-data-scientist-pioneer-manpower-solutions-pan-india-4-to-8-years-030621908199?src=jobsearchDesk&sid=16254086406476103&xp=20&px=9
160,Bion,Nan,Data Science Professional,Bion,Not disclosed,Bangalore/Bengaluru,PigScalaOraclePythondata modelingSparkJavastatistical modeling,https://www.naukri.com/job-listings-data-science-professional-bion-bangalore-bengaluru-3-to-5-years-160320901841?src=jobsearchDesk&sid=16254086744047302&xp=1&px=10
161,Catalyst,Nan,Data Science Product Manager- Artificial Intelligence/Machine Learning,Catalyst,Not disclosed,Bangalore/Bengaluru,KerasDeep LearningDockeragileMachine LearningVGGNoSQLTensorflow,https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-machine-learning-catalyst-bangalore-bengaluru-4-to-9-years-150121904945?src=jobsearchDesk&sid=16254086744047302&xp=2&px=10
162,TalPro,Nan,Chief Intelligence Officer - Data Science & Analytics,TalPro,Not disclosed,"Mumbai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru",Data ScienceRSAS decision treesData ManagementGLMmachine learningStatistics,https://www.naukri.com/job-listings-chief-intelligence-officer-data-science-analytics-talpro-mumbai-gurgaon-gurugram-delhi-ncr-bangalore-bengaluru-8-to-12-years-100221905753?src=jobsearchDesk&sid=16254086744047302&xp=3&px=10
163,Connexions,Nan,Project Manager - Data Science,Connexions,Not disclosed,Bangalore/Bengaluru,visualizationRPower BITableauAgiledata scienceScrumPython,https://www.naukri.com/job-listings-project-manager-data-science-connexions-bangalore-bengaluru-8-to-10-years-090621905168?src=jobsearchDesk&sid=16254086744047302&xp=4&px=10
164,B G CONSULTANTS PVT LTD,Nan,Mentor/Trainer - Data Science,B G CONSULTANTS PVT LTD,Not disclosed,"Kolkata, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",data scienceMachine LearningArtificial intelligencer,https://www.naukri.com/job-listings-mentor-trainer-data-science-b-g-consultants-pvt-ltd-kolkata-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-080521602445?src=jobsearchDesk&sid=16254086744047302&xp=5&px=10
165,Bion,Nan,Data Science Product Manager,Bion,Not disclosed,Bangalore/Bengaluru,DockerDeep LearningSQLMachine LearningResnetVGGPythonNoSQL,https://www.naukri.com/job-listings-data-science-product-manager-bion-bangalore-bengaluru-4-to-9-years-040320901933?src=jobsearchDesk&sid=16254086744047302&xp=6&px=10
166,Contactx Resource Management Pvt. Ltd.,4.1,"Data Engineer-Azure Data Lake - SQL (healthcare, Life Science)",Contactx Resource Management Pvt. Ltd.,"15,00,000 - 19,00,000 PA.",Bangalore/Bengaluru,object - oriented programmingoral communicationData modellingETL DesignData wareSQLRDBMScustomer service,https://www.naukri.com/job-listings-data-engineer-azure-data-lake-sql-healthcare-life-science-contactx-resource-management-pvt-ltd-bangalore-bengaluru-5-to-10-years-170521006546?src=jobsearchDesk&sid=16254086744047302&xp=7&px=10
167,TalPro,Nan,Head of Data Science,TalPro,Not disclosed,"Mumbai, Bangalore/Bengaluru",Data SciencePredictive ModelingUpsellNLPSalesSegmentationArtificial IntelligenceData Modeling,https://www.naukri.com/job-listings-head-of-data-science-talpro-mumbai-bangalore-bengaluru-10-to-20-years-130521000335?src=jobsearchDesk&sid=16254086744047302&xp=8&px=10
168,GLOBALTALEX PRIVATE LIMITED ,Nan,Associate Director - Data Science | Remote,GLOBALTALEX PRIVATE LIMITED ,Not disclosed,"Chennai, Bangalore/Bengaluru",PythonML algorithmsRMLdata scienceIT SkillsData AnalysisData Analytics,https://www.naukri.com/job-listings-associate-director-data-science-remote-globaltalex-private-limited-chennai-bangalore-bengaluru-10-to-15-years-240521000925?src=jobsearchDesk&sid=16254086744047302&xp=9&px=10
169,Target Corporation India Pvt Ltd,4.4,Data Sciences Intern,Target Corporation India Pvt Ltd,Not disclosed,Bengaluru,RSASalgorithmsSQLPythonIT SkillsPayrollSales,https://www.naukri.com/job-listings-data-sciences-intern-target-corporation-india-pvt-ltd-bengaluru-bangalore-3-to-8-years-240720500161?src=jobsearchDesk&sid=16254086744047302&xp=10&px=10
170,QuickXpert Infotech,Nan,Data Science Trainee,QuickXpert Infotech,Not disclosed,"Kolkata, Thane, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)",pythonIT SkillsData ScienceoracleOracle Developeraipython developerpython programmer,https://www.naukri.com/job-listings-data-science-trainee-quickxpert-infotech-kolkata-thane-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-230920005213?src=jobsearchDesk&sid=16254086744047302&xp=11&px=10
171,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2.8,Data Science Optimization,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,Not disclosed,"Mumbai, Jamshedpur, Bengaluru",SimulationAviationFormulationSchedulingHTMLHTTPInformation managementInformation technology,https://www.naukri.com/job-listings-data-science-optimization-tata-industries-limited-tata-insights-and-quants-divison-mumbai-jamshedpur-bengaluru-bangalore-3-to-6-years-261219501458?src=jobsearchDesk&sid=16254086744047302&xp=12&px=10
172,Wipro Limited,3.8,Data Scientist,Wipro Limited,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Pune",Big DataMachine LearningPythonData ScienceRLogistic RegressionData WranglingHadoop,https://www.naukri.com/job-listings-data-scientist-wipro-limited-hyderabad-secunderabad-bangalore-bengaluru-pune-5-to-10-years-280621014912?src=jobsearchDesk&sid=16254086744047302&xp=13&px=10
173,Dell International Services IndiaPrivate Limited,Nan,Software Principal Engineer(Data Analyst),Dell International Services IndiaPrivate Limited,Not disclosed,Bangalore/Bengaluru,communicationScalaPandasLearningdata scienceTensorFlowPytorchTableau,https://www.naukri.com/job-listings-software-principal-engineer-data-analyst-dell-international-services-indiaprivate-limited-bangalore-bengaluru-5-to-7-years-240621907504?src=jobsearchDesk&sid=16254086744047302&xp=14&px=10
174,Jobs Territory  ,Nan,Data Sciences Engineer - Big Data,Jobs Territory  ,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR",IT SkillsBig DataData Sciences EngineerDBAData Management,https://www.naukri.com/job-listings-data-sciences-engineer-big-data-jobs-territory-bangalore-bengaluru-delhi-ncr-2-to-5-years-120621004118?src=jobsearchDesk&sid=16254086744047302&xp=15&px=10
175,Professional Consultants ,Nan,Data Analyst/Data Engineer/Data Scientist/ML Expert,Professional Consultants ,"15,00,000 - 30,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru",Big Data AnalyticsPower BiBusiness AnalyticsData MiningTableauMachine LearningSQLData Science,https://www.naukri.com/job-listings-data-analyst-data-engineer-data-scientist-ml-expert-professional-consultants-pune-chennai-bangalore-bengaluru-3-to-8-years-280621012121?src=jobsearchDesk&sid=16254086744047302&xp=16&px=10
176,Coherence Soft Technologies Consulting Pvt Ltd ,Nan,Manager -Data Science– Immediate Joiners,Coherence Soft Technologies Consulting Pvt Ltd ,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru",AnalyticsSalesIT SkillsData ScienceMachine LearningPredictive Modelingr pythonR/Python,https://www.naukri.com/job-listings-manager-data-science-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-kolkata-pune-bangalore-bengaluru-8-to-12-years-190521001942?src=jobsearchDesk&sid=16254086744047302&xp=17&px=10
177,Coherence Soft Technologies Consulting Pvt Ltd ,Nan,DATA Science Managers – Immediate Joiners,Coherence Soft Technologies Consulting Pvt Ltd ,Not disclosed,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",AnalyticsSalesIT SkillsData ScienceMachine LearningPredictive Modelingr pythonR/Python,https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-pune-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-190521001898?src=jobsearchDesk&sid=16254086744047302&xp=18&px=10
178,Oracle India Pvt. Ltd.,3.7,Data Scientist,Oracle India Pvt. Ltd.,"12,00,000 - 22,00,000 PA.","Noida, Bangalore/Bengaluru",Data ScienceBig DataMachine LearningNLPArtificial IntelligenceSpacyStatisticsScikit-Learn,https://www.naukri.com/job-listings-data-scientist-oracle-india-pvt-ltd-noida-bangalore-bengaluru-5-to-9-years-010621004567?src=jobsearchDesk&sid=16254086744047302&xp=19&px=10
179,Philips India Limited,4.0,Specialist II - Data Science,Philips India Limited,Not disclosed,Bangalore/Bengaluru,Computer scienceData analysisMachine learningPLSQLHealthcareQlikViewInformation managementData mining,https://www.naukri.com/job-listings-specialist-ii-data-science-philips-india-limited-bangalore-bengaluru-6-to-8-years-250621500854?src=jobsearchDesk&sid=16254086744047302&xp=20&px=10
