,Company,Rating,Position,Experience,Salary,Location,Skills,Link
74,Hindustan Coca Cola Beverages Pvt Ltd,4.4,Manager - Strategic Analytics & Data Science,Hindustan Coca Cola Beverages Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Data ScienceRCorrelationSegmentationStatistical ModelingAnovaStatisticsAnalytics,https://www.naukri.com/job-listings-manager-strategic-analytics-data-science-hindustan-coca-cola-beverages-pvt-ltd-bangalore-bengaluru-4-to-9-years-080621910782?src=jobsearchDesk&sid=16254085391249422&xp=15&px=5
75,YMetis India Pvt,Nan,Data Science Lead,YMetis India Pvt,Not disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru",Data ScienceBig DataData AnalyticsAnalyticsSQLPython,https://www.naukri.com/job-listings-data-science-lead-ymetis-india-pvt-gurgaon-gurugram-bangalore-bengaluru-6-to-11-years-030621905739?src=jobsearchDesk&sid=16254085391249422&xp=16&px=5
76,Datazymes,3.5,Data Analyst - Life science/Pharma (SAS/R/SQL/Tableau/BI),Datazymes,Not disclosed,Bangalore/Bengaluru,Computer sciencedata sciencePharmaConsultingSAS RLife sciencesInformation managementBusiness intelligence,https://www.naukri.com/job-listings-data-analyst-life-science-pharma-sas-r-sql-tableau-bi-datazymes-bangalore-bengaluru-3-to-6-years-020621500459?src=jobsearchDesk&sid=16254085391249422&xp=17&px=5
77,jupiter,Nan,"Senior Software Engineer , Data Science",jupiter,Not disclosed,Bangalore/Bengaluru,Computer sciencedata scienceAnalyticalSCALABankingCMSProgrammingHTML,https://www.naukri.com/job-listings-senior-software-engineer-data-science-jupiter-bangalore-bengaluru-3-to-7-years-160421500169?src=jobsearchDesk&sid=16254085391249422&xp=18&px=5
78,Unravel,Nan,Sr . Software Engineer ( Data Science ),Unravel,Not disclosed,Bangalore/Bengaluru,DataBricksBig DataSparkKafkaImpalaPythonData ScienceHadoop,https://www.naukri.com/job-listings-sr-software-engineer-data-science-unravel-bangalore-bengaluru-3-to-6-years-190421501032?src=jobsearchDesk&sid=16254085391249422&xp=19&px=5
79,Accenture Solutions Pvt Ltd,4.0,Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Computer scienceAnalyticalConsultingMachine learningAgileData processingApplication developmentCalculus,https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-150621910105?src=jobsearchDesk&sid=16254085391249422&xp=20&px=5
80,Accenture Solutions Pvt Ltd,4.0,Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,communicationData ScienceDeep LearningData VisualizationAlgorithmsAdvanced Machine LearningMachine LearningData Wrangling,https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-150621910718?src=jobsearchDesk&sid=16254085727298064&xp=1&px=6
81,Radial HR Solutions  ,Nan,Sr.Data Science,Radial HR Solutions  ,"6,00,000 - 16,00,000 PA.","United States (USA), Bangalore/Bengaluru",FlaskPythonAWS CloudIT SkillsData ScienceCloudAWSML Model,https://www.naukri.com/job-listings-sr-data-science-radial-hr-solutions-bangalore-bengaluru-united-states-usa-5-to-8-years-230621000659?src=jobsearchDesk&sid=16254085727298064&xp=2&px=6
82,Near Pte. Ltd.,Nan,"Senior, Data Science",Near Pte. Ltd.,Not disclosed,Bengaluru,Computer scienceTelecomCodingProject managementAnalyticalIntellectual propertyMachine learningANSI,https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-250221501047?src=jobsearchDesk&sid=16254085727298064&xp=3&px=6
83,ExecBoardinAsia,Nan,Senior Manager I - Data Science (Marketplace),ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,data scienceAnalyticalMachine learningE-commerceManagementBusiness solutionsCostSupervision,https://www.naukri.com/job-listings-senior-manager-i-data-science-marketplace-execboardinasia-bangalore-bengaluru-11-to-15-years-280521501027?src=jobsearchDesk&sid=16254085727298064&xp=4&px=6
84,ExecBoardinAsia,Nan,"Senior Manager, Data Science",ExecBoardinAsia,Not disclosed,Bengaluru,Operations researchBusiness consultingPrimary researchdata scienceAnalyticalDemand forecastingMachine learningProduct design,https://www.naukri.com/job-listings-senior-manager-data-science-execboardinasia-bengaluru-bangalore-5-to-10-years-220820500145?src=jobsearchDesk&sid=16254085727298064&xp=5&px=6
85,Walmart Labs,4.2,Senior Manager I - Data Science (Marketplace),Walmart Labs,Not disclosed,Bangalore/Bengaluru,data scienceCodingGCPAnalyticalMachine learningAgileData miningBusiness solutions,https://www.naukri.com/job-listings-senior-manager-i-data-science-marketplace-walmart-labs-bangalore-bengaluru-10-to-12-years-150421502035?src=jobsearchDesk&sid=16254085727298064&xp=6&px=6
86,Quantzig,Nan,Analytics Consultant - Senior Analytics Consultant – Data Science,Quantzig,Not disclosed,Bangalore/Bengaluru,Supply chaincustomer analyticsAnalyticalMarket intelligenceConsultingMachine learningForecastingAnalytics,https://www.naukri.com/job-listings-analytics-consultant-senior-analytics-consultant-data-science-quantzig-bangalore-bengaluru-2-to-4-years-220521500288?src=jobsearchDesk&sid=16254085727298064&xp=7&px=6
87,Near Pte. Ltd.,Nan,"Senior, Data Science ",Near Pte. Ltd.,Not disclosed,Bengaluru,Computer scienceTelecomCodingProject managementAnalyticalIntellectual propertyHTMLANSI,https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-190221500738?src=jobsearchDesk&sid=16254085727298064&xp=8&px=6
88,RGF Professional Recruitment,2.8,Application & Automation Manager Data Science,RGF Professional Recruitment,Not disclosed,Bangalore/Bengaluru,AutomationjQuerydata scienceData modelingEnterprise applicationsAgileWorkflowSDLC,https://www.naukri.com/job-listings-application-automation-manager-data-science-rgf-professional-recruitment-bangalore-bengaluru-5-to-10-years-070621501124?src=jobsearchDesk&sid=16254085727298064&xp=9&px=6
89,ExecBoardinAsia,Nan,Director/Senior Manager - Data Science,ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,deep learningTeam managementdata scienceStaffingMachine learningCorporateStrategic planningBusiness strategy,https://www.naukri.com/job-listings-director-senior-manager-data-science-execboardinasia-bangalore-bengaluru-15-to-20-years-030521500206?src=jobsearchDesk&sid=16254085727298064&xp=10&px=6
90,Accenture Solutions Pvt Ltd,4.0,Data Science Application Lead,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Azure MLTensorflowPlotlySeabornClouderaAnalyticalcommunicationKeras,https://www.naukri.com/job-listings-data-science-application-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-020621905735?src=jobsearchDesk&sid=16254085727298064&xp=11&px=6
91,Reliance Jio Infocomm Ltd.,4.0,Manager Data Science,Reliance Jio Infocomm Ltd.,Not disclosed,Bangalore/Bengaluru,Report generationData managementMachine learningData structuresBusiness modelingMobile applicationsData warehousingPredictive analytics,https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-6-years-150621501164?src=jobsearchDesk&sid=16254085727298064&xp=12&px=6
92,Teamware Solutions,4.1,Data Science Requirements,Teamware Solutions,Not disclosed,Bangalore/Bengaluru,IT SkillsPythonMachine LearningBig DataComputer scienceText miningPDFWeb analytics,https://www.naukri.com/job-listings-data-science-requirements-teamware-solutions-bangalore-bengaluru-4-to-9-years-020320500210?src=jobsearchDesk&sid=16254085727298064&xp=13&px=6
93,Onsurity Technologies ,5.0,Data Analyst and Data Science,Onsurity Technologies ,"8,00,000 - 12,00,000 PA.",Bangalore/Bengaluru,AlteryxPower BiData AnalyticsPython,https://www.naukri.com/job-listings-data-analyst-and-data-science-onsurity-technologies-bangalore-bengaluru-4-to-6-years-240521001418?src=jobsearchDesk&sid=16254085727298064&xp=14&px=6
94,Onsurity Technologies ,5.0,Data Analyst and Data Science,Onsurity Technologies ,"8,00,000 - 12,00,000 PA.",Bangalore/Bengaluru,AlteryxPower BiData AnalyticsPython,https://www.naukri.com/job-listings-data-analyst-and-data-science-onsurity-technologies-bangalore-bengaluru-3-to-6-years-010621002781?src=jobsearchDesk&sid=16254085727298064&xp=15&px=6
95,Global Talent Pool,Nan,Data Science (ETO - Engineering),Global Talent Pool,Not disclosed,"Mumbai, Bengaluru",Computer sciencedata scienceAnalyticalProgrammingData structuresMathematicsStatisticsPython,https://www.naukri.com/job-listings-data-science-eto-engineering-global-talent-pool-mumbai-bengaluru-bangalore-3-to-5-years-191119500168?src=jobsearchDesk&sid=16254085727298064&xp=16&px=6
96,INTELLIPREDIKT TECHNOLOGIES PRIVATE LIMITED,4.6,Data Science Engineer,INTELLIPREDIKT TECHNOLOGIES PRIVATE LIMITED,Not disclosed,Bangalore/Bengaluru,Printingdata scienceMachine learningData analyticsdata visualization,https://www.naukri.com/job-listings-data-science-engineer-intellipredikt-technologies-private-limited-bangalore-bengaluru-1-to-5-years-040220500142?src=jobsearchDesk&sid=16254085727298064&xp=17&px=6
97,jupiter,Nan,Software Development Engineer - Platform Data Science,jupiter,Not disclosed,Bangalore/Bengaluru,Computer scienceObject oriented designdata scienceMachine learningIntegration testingCMSData structuresHTML,https://www.naukri.com/job-listings-software-development-engineer-platform-data-science-jupiter-bangalore-bengaluru-2-to-5-years-180221501588?src=jobsearchDesk&sid=16254085727298064&xp=18&px=6
98,Perform Group,4.2,Data Science Quality Assessment Engineer,Perform Group,Not disclosed,Bangalore/Bengaluru,Computer visionConstructionWeb technologiesdata scienceMachine learningManager TechnologyWellnessData analytics,https://www.naukri.com/job-listings-data-science-quality-assessment-engineer-perform-group-bengaluru-bangalore-3-to-6-years-120121501946?src=jobsearchDesk&sid=16254085727298064&xp=19&px=6
99,ExecBoardinAsia,Nan,Director Data Science,ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,advanced analyticsAutomationPrototypedata scienceAnalyticalDeploymentData qualityData analytics,https://www.naukri.com/job-listings-director-data-science-execboardinasia-bangalore-bengaluru-11-to-15-years-230920500099?src=jobsearchDesk&sid=16254085727298064&xp=20&px=6
100,ExecBoardinAsia,Nan,Associate Director - Data Science,ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,advanced analyticsData managementdata sciencebig data analyticsMachine learningCompetency developmentHR policiesE-commerce,https://www.naukri.com/job-listings-associate-director-data-science-execboardinasia-bangalore-bengaluru-11-to-15-years-121020500825?src=jobsearchDesk&sid=16254086058938210&xp=1&px=7
101,CDM SMITH GLOBAL SERVICES INDIA LLP,4.4,Intermediate Data Science Specialist,CDM SMITH GLOBAL SERVICES INDIA LLP,Not disclosed,Bangalore/Bengaluru,Data ScienceArtificial IntelligenceSQL QueriesMachine LearningDeep LearningPython,https://www.naukri.com/job-listings-intermediate-data-science-specialist-cdm-smith-global-services-india-llp-bangalore-bengaluru-3-to-6-years-010621006137?src=jobsearchDesk&sid=16254086058938210&xp=2&px=7
102,Suyati Technologies Pvt Ltd,4.4,Data Science Practice Manager,Suyati Technologies Pvt Ltd,Not disclosed,"Kochi/Cochin, Bangalore/Bengaluru",IT SkillsData ScienceMachine LearningBig DataTechnical managementbig data analyticsManager TechnologyPHP,https://www.naukri.com/job-listings-data-science-practice-manager-suyati-technologies-pvt-ltd-kochi-cochin-bangalore-bengaluru-12-to-17-years-260221500395?src=jobsearchDesk&sid=16254086058938210&xp=3&px=7
103,Enrich and Enlight,Nan,Associate Manager Data science,Enrich and Enlight,"15,00,000 - 30,00,000 PA.","Noida, Gurgaon/Gurugram, Bangalore/Bengaluru",verbal communicationSQLAzurePythonsoftware development life cycleSDLCPresentationwritten,https://www.naukri.com/job-listings-associate-manager-data-science-enrich-and-enlight-noida-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-240521001824?src=jobsearchDesk&sid=16254086058938210&xp=4&px=7
104,Gladwin Analytics,4.0,Country Manager - Data Science,Gladwin Analytics,Not disclosed,"Mumbai, Bengaluru",Product launchComputer scienceSAPdata scienceDiagnosticsCodingAnalyticalMachine learning,https://www.naukri.com/job-listings-country-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-8-to-13-years-221118500074?src=jobsearchDesk&sid=16254086058938210&xp=5&px=7
105,Perform Group,4.2,Data Science Specialist,Perform Group,Not disclosed,Bangalore/Bengaluru,data scienceOpencvConsultingResearchAWSPython,https://www.naukri.com/job-listings-data-science-specialist-perform-group-bangalore-bengaluru-3-to-5-years-200521501530?src=jobsearchDesk&sid=16254086058938210&xp=6&px=7
106,ExecBoardinAsia,Nan,"Asst. Manager, Data Science and Modelling",ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,data scienceProduct innovationBankingData qualityResearchdigital transformationAnalytics,https://www.naukri.com/job-listings-asst-manager-data-science-and-modelling-execboardinasia-bangalore-bengaluru-11-to-15-years-200421500431?src=jobsearchDesk&sid=16254086058938210&xp=7&px=7
107,Data is Good,Nan,Data Science Coach/Mentor/Instructor,Data is Good,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceBusiness IntelligenceNatural Language ProcessingTableauSparkData AnalyticsMachine LearningAWS,https://www.naukri.com/job-listings-data-science-coach-mentor-instructor-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-160621002677?src=jobsearchDesk&sid=16254086058938210&xp=8&px=7
108,Mindtree Limited,4.0,Data Science -- Module Lead,Mindtree Limited,Not disclosed,Bangalore/Bengaluru,Search Engine OptimizationCommunicationCDesign PatternComputer scienceProduct managementdata scienceAnalytical,https://www.naukri.com/job-listings-data-science-module-lead-mindtree-limited-bangalore-bengaluru-3-to-6-years-140521500081?src=jobsearchDesk&sid=16254086058938210&xp=9&px=7
109,Joveo,Nan,Product Manager - Data Science ,Joveo,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Health insurancedata scienceMachine learningproduct life cycleProduct HeadAnalyticsProduct strategyRecruitment,https://www.naukri.com/job-listings-product-manager-data-science-joveo-hyderabad-secunderabad-bangalore-bengaluru-10-to-15-years-070521500966?src=jobsearchDesk&sid=16254086058938210&xp=10&px=7
110,Synergistic Compusoft Private Limited,Nan,Data science/Machine Learning trainer_Part time_Anywhere in india,Synergistic Compusoft Private Limited,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceMachine LearningPythonJavacommunicationTableauRData analysis,https://www.naukri.com/job-listings-data-science-machine-learning-trainer-part-time-anywhere-in-india-synergistic-compusoft-private-limited-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-9-years-060521004539?src=jobsearchDesk&sid=16254086058938210&xp=11&px=7
111,ExecBoardinAsia,Nan,Assistant Director - Data Science,ExecBoardinAsia,Not disclosed,Bengaluru,Assistant Directordata scienceAnalyticalMachine learningResearchFactSupervision,https://www.naukri.com/job-listings-assistant-director-data-science-execboardinasia-bengaluru-bangalore-9-to-10-years-051120500928?src=jobsearchDesk&sid=16254086058938210&xp=12&px=7
112,Brigosha Technologies,3.5,Data Science & Cloud Analytics,Brigosha Technologies,Not disclosed,Bengaluru,Text miningGITNeural networksBusiness analyticsNetwork analysisMachine learningNatural language processingData mining,https://www.naukri.com/job-listings-data-science-cloud-analytics-brigosha-technologies-bengaluru-bangalore-3-to-6-years-281120500226?src=jobsearchDesk&sid=16254086058938210&xp=13&px=7
113,Gladwin Analytics,4.0,Assistant Manager - Data Science,Gladwin Analytics,Not disclosed,"Mumbai, Bengaluru",Logistic regressionStatistical analysisdata scienceSASAnalyticalMachine learningFMCGBusiness intelligence,https://www.naukri.com/job-listings-assistant-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-4-to-9-years-221118500069?src=jobsearchDesk&sid=16254086058938210&xp=14&px=7
114,ExecBoardinAsia,Nan,Data Science DVP VP Temp Role,ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,Logistic regressiondata scienceTime series analysisMachine learninglinear regressionRegression testingPattern recognitionData mining,https://www.naukri.com/job-listings-data-science-dvp-vp-temp-role-execboardinasia-bangalore-bengaluru-11-to-15-years-220421500292?src=jobsearchDesk&sid=16254086058938210&xp=15&px=7
115,BRIDGEi2i Analytics Solutions Private Limited,3.5,ANALYTICS CONSULTANT - DATA SCIENCE,BRIDGEi2i Analytics Solutions Private Limited,Not disclosed,Bangalore/Bengaluru,Statistical analysisdata scienceBusiness AnalystGCPMachine learningcloud storageAnalyticsSQL,https://www.naukri.com/job-listings-analytics-consultant-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-3-to-5-years-210521500549?src=jobsearchDesk&sid=16254086058938210&xp=16&px=7
116,BRIDGEi2i Analytics Solutions Private Limited,3.5,SCM - DATA SCIENCE,BRIDGEi2i Analytics Solutions Private Limited,Not disclosed,Bangalore/Bengaluru,ProcurementSupply chain managementdata scienceSimulationAnalyticalMachine learningNetwork planningSCM,https://www.naukri.com/job-listings-scm-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-2-to-4-years-200521500791?src=jobsearchDesk&sid=16254086058938210&xp=17&px=7
117,Burgeon IT Services Pvt ltd,4.1,Data Science Consultant,Burgeon IT Services Pvt ltd,Not disclosed,Bengaluru,Machine LearningAzure Cognitive ServicesPower AutomatePythonData ScienceIT SkillsAzureIT services,https://www.naukri.com/job-listings-data-science-consultant-burgeon-it-services-pvt-ltd-bengaluru-bangalore-5-to-8-years-180221500999?src=jobsearchDesk&sid=16254086058938210&xp=18&px=7
118,Optidesk Solutions Private Limited,Nan,MSSQL Data Science & R Analytics Programmer,Optidesk Solutions Private Limited,Not disclosed,Bengaluru,SAPSSRSMachine learningJSONWindowsStored proceduresOracleSSIS,https://www.naukri.com/job-listings-mssql-data-science-r-analytics-programmer-optidesk-solutions-private-limited-bengaluru-bangalore-2-to-6-years-171219500709?src=jobsearchDesk&sid=16254086058938210&xp=19&px=7
119,Accenture Solutions Pvt Ltd,4.0,Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Publishingdata scienceArchitecturemanagementBusiness EconomicsMachine learningConsultingManagement,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-170621907638?src=jobsearchDesk&sid=16254086058938210&xp=20&px=7
120,Brigosha Technologies,3.5,Data Science & Cloud Analytics,Brigosha Technologies,Not disclosed,Bengaluru,Text miningGITNeural networksBusiness analyticsNetwork analysisMachine learningNatural language processingData mining,https://www.naukri.com/job-listings-data-science-cloud-analytics-brigosha-technologies-bengaluru-bangalore-3-to-6-years-281120500226?src=jobsearchDesk&sid=16254086336976355&xp=1&px=8
121,AdmyBrand,Nan,Data Science,AdmyBrand,Not disclosed,Bangalore/Bengaluru,Printingdata scienceMachine learningData collectionRadioData miningAdvertisingAnalytics,https://www.naukri.com/job-listings-data-science-admybrand-bangalore-bengaluru-1-to-5-years-250319502477?src=jobsearchDesk&sid=16254086336976355&xp=2&px=8
122,Gladwin Analytics,4.0,Assistant Manager - Data Science,Gladwin Analytics,Not disclosed,"Mumbai, Bengaluru",Logistic regressionStatistical analysisdata scienceSASAnalyticalMachine learningFMCGBusiness intelligence,https://www.naukri.com/job-listings-assistant-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-4-to-9-years-221118500069?src=jobsearchDesk&sid=16254086336976355&xp=3&px=8
123,ExecBoardinAsia,Nan,Data Science DVP VP Temp Role,ExecBoardinAsia,Not disclosed,Bangalore/Bengaluru,Logistic regressiondata scienceTime series analysisMachine learninglinear regressionRegression testingPattern recognitionData mining,https://www.naukri.com/job-listings-data-science-dvp-vp-temp-role-execboardinasia-bangalore-bengaluru-11-to-15-years-220421500292?src=jobsearchDesk&sid=16254086336976355&xp=4&px=8
124,BRIDGEi2i Analytics Solutions Private Limited,3.5,ANALYTICS CONSULTANT - DATA SCIENCE,BRIDGEi2i Analytics Solutions Private Limited,Not disclosed,Bangalore/Bengaluru,Statistical analysisdata scienceBusiness AnalystGCPMachine learningcloud storageAnalyticsSQL,https://www.naukri.com/job-listings-analytics-consultant-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-3-to-5-years-210521500549?src=jobsearchDesk&sid=16254086336976355&xp=5&px=8
125,BRIDGEi2i Analytics Solutions Private Limited,3.5,SCM - DATA SCIENCE,BRIDGEi2i Analytics Solutions Private Limited,Not disclosed,Bangalore/Bengaluru,ProcurementSupply chain managementdata scienceSimulationAnalyticalMachine learningNetwork planningSCM,https://www.naukri.com/job-listings-scm-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-2-to-4-years-200521500791?src=jobsearchDesk&sid=16254086336976355&xp=6&px=8
126,Burgeon IT Services Pvt ltd,4.1,Data Science Consultant,Burgeon IT Services Pvt ltd,Not disclosed,Bengaluru,Machine LearningAzure Cognitive ServicesPower AutomatePythonData ScienceIT SkillsAzureIT services,https://www.naukri.com/job-listings-data-science-consultant-burgeon-it-services-pvt-ltd-bengaluru-bangalore-5-to-8-years-180221500999?src=jobsearchDesk&sid=16254086336976355&xp=7&px=8
127,Optidesk Solutions Private Limited,Nan,MSSQL Data Science & R Analytics Programmer,Optidesk Solutions Private Limited,Not disclosed,Bengaluru,SAPSSRSMachine learningJSONWindowsStored proceduresOracleSSIS,https://www.naukri.com/job-listings-mssql-data-science-r-analytics-programmer-optidesk-solutions-private-limited-bengaluru-bangalore-2-to-6-years-171219500709?src=jobsearchDesk&sid=16254086336976355&xp=8&px=8
128,Accenture Solutions Pvt Ltd,4.0,Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Publishingdata scienceArchitecturemanagementBusiness EconomicsMachine learningConsultingManagement,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-170621907638?src=jobsearchDesk&sid=16254086336976355&xp=9&px=8
129,Mindtree Limited,4.0,Data Science -- Technical Architect,Mindtree Limited,Not disclosed,Bangalore/Bengaluru,IT SkillsJavaPythonData ScienceCloudBig DataAWSCloud computing,https://www.naukri.com/job-listings-data-science-technical-architect-mindtree-limited-bangalore-bengaluru-5-to-9-years-160621500878?src=jobsearchDesk&sid=16254086336976355&xp=10&px=8
130,Accenture Solutions Pvt Ltd,4.0,Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,IT SkillsPythonData ScienceArtificial IntelligenceBusiness administrationPublishingArchitectureConsulting,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-120621900884?src=jobsearchDesk&sid=16254086336976355&xp=11&px=8
131,Accenture Solutions Pvt Ltd,4.0,Team Lead/Consultant-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Bangalore/Bengaluru,Publishingdata scienceData managementArchitectureArtificial IntelligenceBusiness EconomicsMachine learningConsulting,https://www.naukri.com/job-listings-team-lead-consultant-data-science-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-120621900512?src=jobsearchDesk&sid=16254086336976355&xp=12&px=8
132,D Cube Analytics,2.5,Principal Consultant - Data Science,D Cube Analytics,Not disclosed,Bangalore/Bengaluru,Computer sciencedeep learningC++data scienceNeural networksAnalyticalMachine learningData analytics,https://www.naukri.com/job-listings-principal-consultant-data-science-d-cube-analytics-bangalore-bengaluru-5-to-10-years-100521500930?src=jobsearchDesk&sid=16254086336976355&xp=13&px=8
133,ANI Technologies Pvt Ltd (Olacabs),4.0,Data Sciences Lead,ANI Technologies Pvt Ltd (Olacabs),Not disclosed,Bangalore/Bengaluru,Product managementComputer scienceConsultingMachine learningData qualityInvestment bankingData miningForecasting,https://www.naukri.com/job-listings-data-sciences-lead-ani-technologies-pvt-ltd-olacabs-bangalore-bengaluru-3-to-7-years-080621500077?src=jobsearchDesk&sid=16254086336976355&xp=14&px=8
134,D Cube Analytics,2.5,Data Science Lead,D Cube Analytics,Not disclosed,Bangalore/Bengaluru,Computer sciencedeep learningC++data scienceNeural networksAnalyticalMachine learningData analytics,https://www.naukri.com/job-listings-data-science-lead-d-cube-analytics-bangalore-bengaluru-10-to-12-years-070420500605?src=jobsearchDesk&sid=16254086336976355&xp=15&px=8
135,Synergistic Compusoft Private Limited,Nan,Machine Learning/Data science trainer,Synergistic Compusoft Private Limited,Not disclosed,"Chennai, Bangalore/Bengaluru, Delhi / NCR",Data ScienceTrainingMachine LearningTableaupythonNLPIT SkillsNatural Language Processing,https://www.naukri.com/job-listings-machine-learning-data-science-trainer-synergistic-compusoft-private-limited-chennai-bangalore-bengaluru-delhi-ncr-4-to-9-years-060421003654?src=jobsearchDesk&sid=16254086336976355&xp=16&px=8
136,KPRO Solutions,Nan,Analytics & Data Science,KPRO Solutions,Not disclosed,Bengaluru,PublishingWeb technologiesSASdata scienceSPSSWeb contentAnalyticsSQL,https://www.naukri.com/job-listings-analytics-data-science-kpro-solutions-bengaluru-bangalore-9-to-14-years-051219501763?src=jobsearchDesk&sid=16254086336976355&xp=17&px=8
137,ITVEDANT EDUCATION PRIVATE LIMITED,Nan,IT Trainer - Web Development/Data Science/Python/Java,ITVEDANT EDUCATION PRIVATE LIMITED,"2,00,000 - 5,00,000 PA.","Pune, Bangalore/Bengaluru, Mumbai (All Areas)",Data ScienceWeb DevelopmentPythonWeb TechnologiesIT Training,https://www.naukri.com/job-listings-it-trainer-web-development-data-science-python-java-itvedant-education-private-limited-pune-bangalore-bengaluru-mumbai-all-areas-2-to-7-years-050621001892?src=jobsearchDesk&sid=16254086336976355&xp=18&px=8
138,Spectral Consultants,5.0,Asst.Director -Data Science,Spectral Consultants,Not disclosed,"Noida, Gurgaon/Gurugram, Bangalore/Bengaluru",software architectureAssistant Directordata scienceData modelingMachine learningSoftware development life cycleData structuresTroubleshooting,https://www.naukri.com/job-listings-asst-director-data-science-spectral-consultants-bengaluru-bangalore-gurgaon-noida-6-to-11-years-040221501676?src=jobsearchDesk&sid=16254086336976355&xp=19&px=8
139,Gojek Tech,Nan,Head of Data Science,Gojek Tech,Not disclosed,Bengaluru,Computer sciencedata scienceStrategic partnershipsAnalyticalFormulationMachine learningBusiness caseLogistics,https://www.naukri.com/job-listings-head-of-data-science-gojek-tech-bengaluru-bangalore-8-to-12-years-031219500664?src=jobsearchDesk&sid=16254086336976355&xp=20&px=8
140,Beiing.in,Nan,Head of  Data Science.,Beiing.in,Not disclosed,Delhi / NCR,machine learningdata scienceSciPyTensorFlowNumPyNLPalgorithmic engineeringOCR,https://www.naukri.com/job-listings-head-of-data-science-beiing-in-delhi-ncr-8-to-11-years-220621907664?src=jobsearchDesk&sid=16254086406476103&xp=1&px=9
141,HireHappi,Nan,Data Scientist,HireHappi,"8,00,000 - 18,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru",Data ScienceMachine LearningPythonRLogistic RegressionData WranglingData AnalysisBig Data,https://www.naukri.com/job-listings-data-scientist-hirehappi-pune-chennai-bangalore-bengaluru-4-to-9-years-110521000218?src=jobsearchDesk&sid=16254086406476103&xp=2&px=9
142,HireHappi,Nan,Lead Data Scientist,HireHappi,"20,00,000 - 32,50,000 PA.","Pune, Chennai, Bangalore/Bengaluru",Data ScienceMachine LearningPythonRLogistic RegressionData WranglingData AnalysisBig Data,https://www.naukri.com/job-listings-lead-data-scientist-hirehappi-pune-chennai-bangalore-bengaluru-9-to-14-years-110521000216?src=jobsearchDesk&sid=16254086406476103&xp=3&px=9
