,Company,Rating,Position,Experience,Salary,Location,Skills,Link
0,Quotient Consultancy  ,Nan,Curriculum Designer  - Data Science& Python ( Edutech),Quotient Consultancy  ,"5,00,000 - 8,50,000 PA.",Mumbai,RoboticsCodingContent DevelopmentTeaching EnglishTeam MentoringKidsOrganizational DevelopmentQuality Standards,https://www.naukri.com/job-listings-curriculum-designer-data-science-python-edutech-quotient-consultancy-mumbai-2-to-7-years-250621005408?src=jobsearchDesk&sid=16254844977251930&xp=1&px=2
1,Zodiac  HR Consultants (I) Pvt Ltd.,Nan,Data Science Reb,Zodiac  HR Consultants (I) Pvt Ltd.,Not disclosed,Mumbai,Predictive modellingIT SkillsData ScienceBig DataStatisticsAnalytics,https://www.naukri.com/job-listings-data-science-reb-zodiac-hr-consultants-i-pvt-ltd-mumbai-3-to-7-years-250621604274?src=jobsearchDesk&sid=16254844977251930&xp=2&px=2
2,Capgemini Technology Services India Limited,3.6,Data Science,Capgemini Technology Services India Limited,Not disclosed,Mumbai,Machine LearningcommunicationPythonanalysisLogstashPySparkSPARKMesos,https://www.naukri.com/job-listings-data-science-capgemini-technology-services-india-limited-mumbai-6-to-9-years-160621909381?src=jobsearchDesk&sid=16254844977251930&xp=3&px=2
3,Data is Good,Nan,Data Science Content Developer,Data is Good,"1,75,000 - 2,50,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data SciencePython DashExcelContent DevelopmentR ProgrammingStatistics and ProbabilityR ShinyWeb Scraping,https://www.naukri.com/job-listings-data-science-content-developer-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-1-years-160621002732?src=jobsearchDesk&sid=16254844977251930&xp=4&px=2
4,JND Edu Management Services Pvt Ltd.,Nan,Urgent Opening For AI & ML & Data Science Faculty,JND Edu Management Services Pvt Ltd.,"3,00,000 - 5,00,000 PA.",Mumbai (All Areas),faculty,https://www.naukri.com/job-listings-urgent-opening-for-ai-ml-data-science-faculty-jnd-edu-management-services-pvt-ltd-mumbai-all-areas-1-to-6-years-290621001909?src=jobsearchDesk&sid=16254844977251930&xp=5&px=2
5,Council of education and development programmes Private Limited,2.1,Data Science Faculty,Council of education and development programmes Private Limited,"1,00,000 - 6,00,000 PA.","Mumbai, Mumbai Suburban, Thane, Navi Mumbai, Mumbai (All Areas)",Data ScienceArtificial IntelligenceMachine LearningDeep Learning,https://www.naukri.com/job-listings-data-science-faculty-council-of-education-and-development-programmes-private-limited-mumbai-mumbai-suburban-thane-navi-mumbai-mumbai-all-areas-2-to-7-years-020721001830?src=jobsearchDesk&sid=16254844977251930&xp=6&px=2
6,Amploy.io,Nan,Data Science Intern (remote),Amploy.io,"13,00,000 - 18,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceApplication ProgrammingSoftware DevelopmentAIITCareer DevelopmentMachine LearningStartup,https://www.naukri.com/job-listings-data-science-intern-remote-amploy-io-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-070621001131?src=jobsearchDesk&sid=16254844977251930&xp=7&px=2
7,Accenture Solutions Pvt Ltd,4.0,Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,IT SkillsPythonData ScienceMachine LearningArtificial IntelligenceAnalystPublishingArchitecture,https://www.naukri.com/job-listings-senior-analyst-data-science-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-120621900792?src=jobsearchDesk&sid=16254844977251930&xp=8&px=2
8,Accenture Solutions Pvt Ltd,4.0,Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,AnalystPublishingData managementArchitecturedata scienceArtificial IntelligenceBusiness EconomicsConsulting,https://www.naukri.com/job-listings-senior-analyst-data-science-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-080621908064?src=jobsearchDesk&sid=16254844977251930&xp=9&px=2
9,Accenture Solutions Pvt Ltd,4.0,Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,Business administrationAnalystPublishingData managementArchitecturedata scienceArtificial IntelligenceConsulting,https://www.naukri.com/job-listings-senior-analyst-data-science-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-080621907896?src=jobsearchDesk&sid=16254844977251930&xp=10&px=2
10,Accenture Solutions Pvt Ltd,4.0,Senior Analyst-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,IT SkillsData ScienceMachine LearningArtificial IntelligenceBusiness administrationAnalystPublishingArchitecture,https://www.naukri.com/job-listings-senior-analyst-data-science-accenture-solutions-pvt-ltd-mumbai-5-to-8-years-080621901518?src=jobsearchDesk&sid=16254844977251930&xp=11&px=2
11,Reliance Jio Infocomm Ltd.,4.0,Data Science Engineer,Reliance Jio Infocomm Ltd.,Not disclosed,Mumbai,Data analysisStatistical modelingdata scienceMachine learningHypothesis Testingpower biQlikViewPredictive analytics,https://www.naukri.com/job-listings-data-science-engineer-reliance-jio-infocomm-ltd-mumbai-3-to-5-years-180621500502?src=jobsearchDesk&sid=16254844977251930&xp=12&px=2
12,Sankhkyiki Robotics,Nan,Data Science Intern,Sankhkyiki Robotics,Not disclosed,Mumbai,IT SkillsData ScienceMachine LearningArtificial IntelligenceComputer visionInternbig data analyticsNatural language processing,https://www.naukri.com/job-listings-data-science-intern-sankhkyiki-robotics-mumbai-0-to-1-years-060919500858?src=jobsearchDesk&sid=16254844977251930&xp=13&px=2
13,Accenture Solutions Pvt Ltd,4.0,Analyst-Data Science,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,Publishingdata scienceData managementArchitectureBusiness EconomicsMachine learningConsultingData analytics,https://www.naukri.com/job-listings-analyst-data-science-accenture-solutions-pvt-ltd-mumbai-3-to-5-years-080621907948?src=jobsearchDesk&sid=16254844977251930&xp=14&px=2
14,The Hiring Story,Nan,Data Science Developer - Analytics/ Alteryx,The Hiring Story,Not disclosed,Mumbai,Data scienceAnalyticsAlteryxSQL databaseMS Access DatabaseAlteryx WorkflowIT SkillsR,https://www.naukri.com/job-listings-data-science-developer-analytics-alteryx-the-hiring-story-mumbai-3-to-7-years-201219906729?src=jobsearchDesk&sid=16254844977251930&xp=15&px=2
15,Capgemini Technology Services India Limited,3.6,Data Science,Capgemini Technology Services India Limited,Not disclosed,Mumbai,NLPAIMachine LearningcommunicationPythonPySparkMesosData Science,https://www.naukri.com/job-listings-data-science-capgemini-technology-services-india-limited-mumbai-4-to-6-years-160621908119?src=jobsearchDesk&sid=16254844977251930&xp=16&px=2
16,Capgemini Technology Services India Limited,3.6,Data Science - B1,Capgemini Technology Services India Limited,Not disclosed,Mumbai,written communicationSparkScalaApacheSQLHadoopHiveKafka,https://www.naukri.com/job-listings-data-science-b1-capgemini-technology-services-india-limited-mumbai-2-to-5-years-160621908022?src=jobsearchDesk&sid=16254844977251930&xp=17&px=2
17,Global Talent Pool,Nan,Data Science (ETO - Engineering),Global Talent Pool,Not disclosed,"Mumbai, Bengaluru",Computer sciencedata scienceAnalyticalProgrammingData structuresMathematicsStatisticsPython,https://www.naukri.com/job-listings-data-science-eto-engineering-global-talent-pool-mumbai-bengaluru-bangalore-3-to-5-years-191119500168?src=jobsearchDesk&sid=16254844977251930&xp=18&px=2
18,Accenture Solutions Pvt Ltd,4.0,Data Science Advanced Application Engineer,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,communicationData ScienceDeep LearningData VisualizationAlgorithmsAdvanced Machine LearningMachine LearningData Wrangling,https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-150621910672?src=jobsearchDesk&sid=16254844977251930&xp=19&px=2
19,Gladwin Analytics,4.0,Country Manager - Data Science,Gladwin Analytics,Not disclosed,"Mumbai, Bengaluru",Product launchComputer scienceSAPdata scienceDiagnosticsCodingAnalyticalMachine learning,https://www.naukri.com/job-listings-country-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-8-to-13-years-221118500074?src=jobsearchDesk&sid=16254844977251930&xp=20&px=2
20,Data is Good,Nan,Data Science Coach/Mentor/Instructor,Data is Good,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Data ScienceBusiness IntelligenceNatural Language ProcessingTableauSparkData AnalyticsMachine LearningAWS,https://www.naukri.com/job-listings-data-science-coach-mentor-instructor-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-3-to-8-years-160621002677?src=jobsearchDesk&sid=16254845367492848&xp=1&px=3
21,Gladwin Analytics,4.0,Assistant Manager - Data Science,Gladwin Analytics,Not disclosed,"Mumbai, Bengaluru",Logistic regressionStatistical analysisdata scienceSASAnalyticalMachine learningFMCGBusiness intelligence,https://www.naukri.com/job-listings-assistant-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-4-to-9-years-221118500069?src=jobsearchDesk&sid=16254845367492848&xp=2&px=3
22,ITVEDANT EDUCATION PRIVATE LIMITED,Nan,IT Trainer - Web Development/Data Science/Python/Java,ITVEDANT EDUCATION PRIVATE LIMITED,"2,00,000 - 5,00,000 PA.","Pune, Bangalore/Bengaluru, Mumbai (All Areas)",Data ScienceWeb DevelopmentPythonWeb TechnologiesIT Training,https://www.naukri.com/job-listings-it-trainer-web-development-data-science-python-java-itvedant-education-private-limited-pune-bangalore-bengaluru-mumbai-all-areas-2-to-7-years-050621001892?src=jobsearchDesk&sid=16254845367492848&xp=3&px=3
23,TransUnion Software Services Pvt. Ltd,4.6,Senior Manager - Data Science and Analytics (Modeling),TransUnion Software Services Pvt. Ltd,Not disclosed,Mumbai,SQLSparkHiveTableauRPythonIT SkillsTeam leading,https://www.naukri.com/job-listings-senior-manager-data-science-and-analytics-modeling-transunion-software-services-pvt-ltd-mumbai-6-to-9-years-260421501025?src=jobsearchDesk&sid=16254845367492848&xp=4&px=3
24,Gladwin Analytics,4.0,Senior Manager - Data Science - Sales & Marketing Analytics,Gladwin Analytics,Not disclosed,Mumbai,Computer scienceOperations researchSalesdata scienceCodingAnalyticalMachine learningAgile,https://www.naukri.com/job-listings-senior-manager-data-science-sales-marketing-analytics-gladwin-analytics-mumbai-10-to-15-years-221118500075?src=jobsearchDesk&sid=16254845367492848&xp=5&px=3
25,Gladwin Analytics,4.0,Senior Manager - Data Science,Gladwin Analytics,Not disclosed,Mumbai,Computer scienceElectrical engineeringAnalytical skillsStatistical modelingdata scienceTime series analysisMachine learningAnalytics Executive,https://www.naukri.com/job-listings-senior-manager-data-science-gladwin-analytics-mumbai-5-to-10-years-221118500073?src=jobsearchDesk&sid=16254845367492848&xp=6&px=3
26,Jardine Lloyd Thompson India Pvt Ltd.,4.0,"Senior Specialist - Data Science, Marsh Advisory, International",Jardine Lloyd Thompson India Pvt Ltd.,Not disclosed,Mumbai,Computer scienceClaimsdata scienceActuarialData miningRisk managementAdvisoryAnalytics,https://www.naukri.com/job-listings-senior-specialist-data-science-marsh-advisory-international-jardine-lloyd-thompson-india-pvt-ltd-mumbai-5-to-8-years-140621501718?src=jobsearchDesk&sid=16254845367492848&xp=7&px=3
27,TransUnion Software Services Pvt. Ltd,4.6,Sr. Manager - Data Science and Analytics (Modeling),TransUnion Software Services Pvt. Ltd,Not disclosed,Mumbai,TableauRSQLPythonHiveSparkteam managementdata science,https://www.naukri.com/job-listings-sr-manager-data-science-and-analytics-modeling-transunion-software-services-pvt-ltd-mumbai-8-to-11-years-030521501297?src=jobsearchDesk&sid=16254845367492848&xp=8&px=3
28,Reliance Jio Infocomm Ltd.,4.0,Manager Data Science,Reliance Jio Infocomm Ltd.,Not disclosed,Mumbai,Report generationData managementMachine learningData structuresBusiness modelingMobile applicationsData warehousingPredictive analytics,https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-mumbai-5-to-8-years-190321500871?src=jobsearchDesk&sid=16254845367492848&xp=9&px=3
29,Reliance Jio Infocomm Ltd.,4.0,Lead Data Science,Reliance Jio Infocomm Ltd.,Not disclosed,Mumbai,Report generationData managementMachine learningData structuresBusiness modelingMobile applicationsData warehousingPredictive analytics,https://www.naukri.com/job-listings-lead-data-science-reliance-jio-infocomm-ltd-mumbai-14-to-15-years-170621501619?src=jobsearchDesk&sid=16254845367492848&xp=10&px=3
30,GEP,3.8,Data Engineer - Data Sciences,GEP,Not disclosed,Mumbai,IT SkillsProject ManagementBPOproject managementProcurementComputer sciencemetadataNoSQL,https://www.naukri.com/job-listings-data-engineer-data-sciences-gep-mumbai-2-to-5-years-280121502075?src=jobsearchDesk&sid=16254845367492848&xp=11&px=3
31,Markytics,4.3,Data Science & ML Engineer,Markytics,Not disclosed,Mumbai,data scienceDjangoMachine learningFMCGInternshipAWSSQLPython,https://www.naukri.com/job-listings-data-science-ml-engineer-markytics-mumbai-1-to-4-years-240221500769?src=jobsearchDesk&sid=16254845367492848&xp=12&px=3
32,Mystro,Nan,Data Science Engineer,Mystro,Not disclosed,Mumbai,deep learningdata scienceMachine learningManager TechnologyData processingPython,https://www.naukri.com/job-listings-data-science-engineer-mystro-mumbai-2-to-4-years-200919500821?src=jobsearchDesk&sid=16254845367492848&xp=13&px=3
33,Citius IT Solutions Pvt Ltd,2.7,Asst. Manager - Data Science,Citius IT Solutions Pvt Ltd,Not disclosed,Mumbai,Assistant Managerdata scienceSimulationSASProject managementAnalyticalMachine learningData mining,https://www.naukri.com/job-listings-asst-manager-data-science-citius-it-solutions-pvt-ltd-mumbai-5-to-10-years-190621500480?src=jobsearchDesk&sid=16254845367492848&xp=14&px=3
34,Phenom Placement Consultancy,5.0,Manager/ SM - Data Science,Phenom Placement Consultancy,Not disclosed,Mumbai,BPOUnixMiningC++SASLinuxMachine learningAnalytics,https://www.naukri.com/job-listings-manager-sm-data-science-phenom-placement-consultancy-mumbai-8-to-13-years-180919500992?src=jobsearchDesk&sid=16254845367492848&xp=15&px=3
35,Capgemini Technology Services India Limited,3.6,Data Science - B1,Capgemini Technology Services India Limited,Not disclosed,Mumbai,written communicationSparkScalaApacheSQLHadoopHiveKafka,https://www.naukri.com/job-listings-data-science-b1-capgemini-technology-services-india-limited-mumbai-2-to-5-years-160621908022?src=jobsearchDesk&sid=16254845367492848&xp=16&px=3
36,Red Lotus,Nan,Chief Data Science officer ,Red Lotus,Not disclosed,Mumbai,Computer sciencedata scienceMaster data managementBusiness analyticsAnalyticalProject managementMachine learningdata governance,https://www.naukri.com/job-listings-chief-data-science-officer-red-lotus-mumbai-15-to-18-years-280820500258?src=jobsearchDesk&sid=16254845367492848&xp=17&px=3
37,RedLotus,Nan,Chief Data Science officer,RedLotus,Not disclosed,Mumbai,Computer scienceFrenchdata scienceMaster data managementBusiness analyticsAnalyticalProject managementMachine learning,https://www.naukri.com/job-listings-chief-data-science-officer-redlotus-mumbai-15-to-18-years-251119501134?src=jobsearchDesk&sid=16254845367492848&xp=18&px=3
38,Accenture Solutions Pvt Ltd,4.0,India Market Unit - Data Science - 11,Accenture Solutions Pvt Ltd,Not disclosed,Mumbai,PythonIT SkillsAnalystdata scienceNetworkingConsultingManager TechnologyBusiness modeling,https://www.naukri.com/job-listings-india-market-unit-data-science-11-accenture-solutions-pvt-ltd-mumbai-2-to-4-years-170521904497?src=jobsearchDesk&sid=16254845367492848&xp=19&px=3
39,TransUnion Software Services Pvt. Ltd,4.6,"AVP, Data Science & Analytics - Modeling (Fraud Solutions)",TransUnion Software Services Pvt. Ltd,Not disclosed,Mumbai,data scienceCodingAgileManager TechnologyResearchAnalyticscommercial lendingSQL,https://www.naukri.com/job-listings-avp-data-science-analytics-modeling-fraud-solutions-transunion-software-services-pvt-ltd-mumbai-1-to-6-years-150221500825?src=jobsearchDesk&sid=16254845367492848&xp=20&px=3
40,Shoppers Stop Ltd,4.3,Digital Analytics/Data Science/ Web Analytics,Shoppers Stop Ltd,Not disclosed,Mumbai,AutomationGoogle AnalyticsWeb analyticsQuality checkOmnitureAdobeSSISStrategic marketing,https://www.naukri.com/job-listings-digital-analytics-data-science-web-analytics-shoppers-stop-ltd-mumbai-1-to-3-years-240421500129?src=jobsearchDesk&sid=16254845719583613&xp=1&px=4
41,Wavemaker,4.3,Data Science,Wavemaker,Not disclosed,Mumbai,Digital mediaAnalyticalSocial mediaMachine learningAccount managementBusiness strategyInvestment managementForecasting,https://www.naukri.com/job-listings-data-science-wavemaker-mumbai-2-to-3-years-210521500230?src=jobsearchDesk&sid=16254845719583613&xp=2&px=4
42,TalPro,Nan,Head of Data Science,TalPro,Not disclosed,"Mumbai, Bangalore/Bengaluru",Data SciencePredictive ModelingUpsellNLPSalesSegmentationArtificial IntelligenceData Modeling,https://www.naukri.com/job-listings-head-of-data-science-talpro-mumbai-bangalore-bengaluru-10-to-20-years-130521600336?src=jobsearchDesk&sid=16254845719583613&xp=3&px=4
43,TalPro,Nan,Chief Intelligence Officer - Data Science & Analytics,TalPro,Not disclosed,"Mumbai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/Bengaluru",Data ScienceRSAS decision treesData ManagementGLMmachine learningStatistics,https://www.naukri.com/job-listings-chief-intelligence-officer-data-science-analytics-talpro-mumbai-gurgaon-gurugram-delhi-ncr-bangalore-bengaluru-8-to-12-years-100221905753?src=jobsearchDesk&sid=16254845719583613&xp=4&px=4
44,B G CONSULTANTS PVT LTD,Nan,Mentor/Trainer - Data Science,B G CONSULTANTS PVT LTD,Not disclosed,"Kolkata, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",data scienceMachine LearningArtificial intelligencer,https://www.naukri.com/job-listings-mentor-trainer-data-science-b-g-consultants-pvt-ltd-kolkata-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-080521602445?src=jobsearchDesk&sid=16254845719583613&xp=5&px=4
45,	Morgan Stanley Advantage Services,3.7,Data Science & Analysis (Technology Management),	Morgan Stanley Advantage Services,Not disclosed,Mumbai,UnixData analysisLegal complianceWealth managementData modelingAnalyticalInvestment bankingInvestment management,https://www.naukri.com/job-listings-data-science-analysis-technology-management-morgan-stanley-advantage-services-pvt-ltd-mumbai-3-to-6-years-100621500892?src=jobsearchDesk&sid=16254845719583613&xp=6&px=4
46,TopGear Consultants Pvt Ltd. ,Nan,Opening For Senior Specialist – Data Science- Mumbai,TopGear Consultants Pvt Ltd. ,Not disclosed,Mumbai (All Areas),Social Network AnalysisPredictive ModelingSimulationsRegressionGLMBoostingText MiningMachine Learning,https://www.naukri.com/job-listings-opening-for-senior-specialist-data-science-mumbai-topgear-consultants-pvt-ltd-mumbai-all-areas-5-to-10-years-150521002268?src=jobsearchDesk&sid=16254845719583613&xp=7&px=4
47,Reliance Jio Infocomm Ltd.,4.0,Lead Data Science,Reliance Jio Infocomm Ltd.,Not disclosed,Mumbai,Report generationData managementMachine learningData structuresBusiness modelingMobile applicationsData warehousingPredictive analytics,https://www.naukri.com/job-listings-lead-data-science-reliance-jio-infocomm-ltd-mumbai-14-to-15-years-170621501619?src=jobsearchDesk&sid=16254845719583613&xp=8&px=4
48,Inflexion Analytix Private Limited,Nan,Data Scientist/Data Analyst /Business Analyst,Inflexion Analytix Private Limited,"3,50,000 - 4,50,000 PA.","Pune, Delhi / NCR, Mumbai (All Areas)",IT SkillsPythonData ScienceMachine LearningArtificial IntelligenceCloudBig DataBusiness Intelligence,https://www.naukri.com/job-listings-data-scientist-data-analyst-business-analyst-inflexion-analytix-private-limited-pune-delhi-ncr-mumbai-all-areas-0-to-3-years-040721000317?src=jobsearchDesk&sid=16254845719583613&xp=9&px=4
49,Quotient Consultancy  ,Nan,Curriculum Designer - Coding / Data Science -  large E Learning Co.,Quotient Consultancy  ,"5,00,000 - 8,50,000 PA.",Mumbai,RoboticsCodingContent DevelopmentTeaching EnglishTeam MentoringKidsOrganizational DevelopmentQuality Standards,https://www.naukri.com/job-listings-curriculum-designer-coding-data-science-large-e-learning-co-quotient-consultancy-mumbai-2-to-7-years-180920002046?src=jobsearchDesk&sid=16254845719583613&xp=10&px=4
50,Phenom Placement Consultancy,5.0,Manager/ SM - Data Science,Phenom Placement Consultancy,Not disclosed,Mumbai,BPOUnixMiningC++SASLinuxMachine learningAnalytics,https://www.naukri.com/job-listings-manager-sm-data-science-phenom-placement-consultancy-mumbai-8-to-13-years-180919500992?src=jobsearchDesk&sid=16254845719583613&xp=11&px=4
51,ZINGO TECHSERVICES LLP ,Nan,Data Science Analyst-Cyber Security Analyst-Navi Mumbai,ZINGO TECHSERVICES LLP ,Not disclosed,"Navi Mumbai, Pune, Mumbai (All Areas)",AnalyticalSecurity AnalysisEthical HackingCyber SecurityForensicVulnerabilitySecurity,https://www.naukri.com/job-listings-data-science-analyst-cyber-security-analyst-navi-mumbai-zingo-techservices-llp-navi-mumbai-pune-mumbai-all-areas-0-to-3-years-090621001986?src=jobsearchDesk&sid=16254845719583613&xp=12&px=4
52,TalPro,Nan,Head of Data Science,TalPro,Not disclosed,"Mumbai, Bangalore/Bengaluru",Data SciencePredictive ModelingUpsellNLPSalesSegmentationArtificial IntelligenceData Modeling,https://www.naukri.com/job-listings-head-of-data-science-talpro-mumbai-bangalore-bengaluru-10-to-20-years-130521000335?src=jobsearchDesk&sid=16254845719583613&xp=13&px=4
53,QuickXpert Infotech,Nan,Data Science Trainee,QuickXpert Infotech,Not disclosed,"Kolkata, Thane, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)",pythonIT SkillsData ScienceoracleOracle Developeraipython developerpython programmer,https://www.naukri.com/job-listings-data-science-trainee-quickxpert-infotech-kolkata-thane-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-230920005213?src=jobsearchDesk&sid=16254845719583613&xp=14&px=4
54,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2.8,Data Science Optimization,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,Not disclosed,"Mumbai, Jamshedpur, Bengaluru",SimulationAviationFormulationSchedulingHTMLHTTPInformation managementInformation technology,https://www.naukri.com/job-listings-data-science-optimization-tata-industries-limited-tata-insights-and-quants-divison-mumbai-jamshedpur-bengaluru-bangalore-3-to-6-years-261219501458?src=jobsearchDesk&sid=16254845719583613&xp=15&px=4
55,ITVEDANT EDUCATION PRIVATE LIMITED,Nan,IT Trainer - Web Development/Data Science/Python/Java,ITVEDANT EDUCATION PRIVATE LIMITED,"2,00,000 - 5,00,000 PA.","Pune, Bangalore/Bengaluru, Mumbai (All Areas)",Data ScienceWeb DevelopmentPythonWeb TechnologiesIT Training,https://www.naukri.com/job-listings-it-trainer-web-development-data-science-python-java-itvedant-education-private-limited-pune-bangalore-bengaluru-mumbai-all-areas-2-to-7-years-050621001892?src=jobsearchDesk&sid=16254845719583613&xp=16&px=4
56,Acquisition Analytics Pvt. Ltd.,Nan,Solution Architect Data Sciences (Advanced Analytics),Acquisition Analytics Pvt. Ltd.,Not disclosed,Mumbai,UnixVisualizationProject managementMachine learningToolsRegressionHealthcareQlikView,https://www.naukri.com/job-listings-solution-architect-data-sciences-advanced-analytics-acquisition-analytics-pvt-ltd-mumbai-10-to-15-years-090218501196?src=jobsearchDesk&sid=16254845719583613&xp=17&px=4
57,Acquisition Analytics Pvt. Ltd.,Nan,Solution Architect Data Sciences (Advanced Analytics),Acquisition Analytics Pvt. Ltd.,Not disclosed,Mumbai,UnixProject managementAnalyticalMachine learningToolsRegressionHealthcareQlikView,https://www.naukri.com/job-listings-solution-architect-data-sciences-advanced-analytics-acquisition-analytics-pvt-ltd-mumbai-10-to-15-years-090218501195?src=jobsearchDesk&sid=16254845719583613&xp=18&px=4
58,RANDSTAD INDIA PVT LTD,4.1,Senior Data Scientist,RANDSTAD INDIA PVT LTD,Not disclosed,Mumbai (All Areas),Data ScientistMachine LearningPythonRpredictive modelingdata sciencedeep learningClassification,https://www.naukri.com/job-listings-senior-data-scientist-randstad-india-pvt-ltd-mumbai-all-areas-4-to-8-years-040721001217?src=jobsearchDesk&sid=16254845719583613&xp=19&px=4
59,CHANGE LEADERS CONSULTING,Nan,Data Science Architect,CHANGE LEADERS CONSULTING,"35,00,000 - 55,00,000 PA.",Mumbai,Data Sciencepythonaimachine learning,https://www.naukri.com/job-listings-data-science-architect-change-leaders-consulting-mumbai-11-to-19-years-070521001183?src=jobsearchDesk&sid=16254845719583613&xp=20&px=4
60,Zycus Infotech Pvt Ltd,3.2,Machine Learning Engineer,Zycus Infotech Pvt Ltd,Not disclosed,Mumbai,IT SkillsJavaPythonSoftware DevelopmentMachine LearningArtificial IntelligenceCloudPredictive Modeling,https://www.naukri.com/job-listings-machine-learning-engineer-zycus-infotech-pvt-ltd-mumbai-3-to-8-years-150621908908?src=jobsearchDesk&sid=16254845870011727&xp=1&px=5
61,Gladwin Analytics,4.0,Assistant Manager - Data Science,Gladwin Analytics,Not disclosed,"Mumbai, Bengaluru",Logistic regressionStatistical analysisdata scienceSASAnalyticalMachine learningFMCGBusiness intelligence,https://www.naukri.com/job-listings-assistant-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-4-to-9-years-221118500069?src=jobsearchDesk&sid=16254845870011727&xp=2&px=5
62,Egnyte,Nan,Sr Data Scientist,Egnyte,Not disclosed,Mumbai,Data managementNeural networksMachine learningSCALAInstrumentationData miningForecastingSQL,https://www.naukri.com/job-listings-sr-data-scientist-egnyte-mumbai-5-to-9-years-250521500588?src=jobsearchDesk&sid=16254845870011727&xp=3&px=5
63,Accenture Solutions Pvt Ltd,4.0,ACN - Digital - Analytics - Products - 09,Accenture Solutions Pvt Ltd,Not disclosed,"Mumbai, Gurgaon/Gurugram, Bangalore/Bengaluru",RMS SQLNLPStatistical ModelingDecision TreesMachine LearningPythonPredictive Analytics,https://www.naukri.com/job-listings-acn-digital-analytics-products-09-accenture-solutions-pvt-ltd-mumbai-gurgaon-gurugram-bangalore-bengaluru-2-to-5-years-010721904176?src=jobsearchDesk&sid=16254845870011727&xp=4&px=5
64,The Hiring Story,Nan,Data Science Developer - Analytics/ Alteryx,The Hiring Story,Not disclosed,Mumbai,Data scienceAnalyticsAlteryxSQL databaseMS Access DatabaseAlteryx WorkflowIT SkillsR,https://www.naukri.com/job-listings-data-science-developer-analytics-alteryx-the-hiring-story-mumbai-3-to-7-years-201219906729?src=jobsearchDesk&sid=16254845870011727&xp=5&px=5
65,VernostMarketingServicesPvt.Ltd.,Nan,immediately looking For Business Analysts profile,VernostMarketingServicesPvt.Ltd.,Not disclosed,"Mumbai, Thane, Mumbai (All Areas)",Artificial IntelligenceRequirement GatheringCustomer EngagementDigital ServicesCustomer ExperienceSOWData AnalyticsMachine Learning,https://www.naukri.com/job-listings-immediately-looking-for-business-analysts-profile-vernostmarketingservicespvt-ltd-mumbai-thane-mumbai-all-areas-2-to-5-years-090621006737?src=jobsearchDesk&sid=16254845870011727&xp=6&px=5
66,SVKM's Narsee Monjee Institute of Management Studies - NMIMS,Nan,Data Scientist,SVKM's Narsee Monjee Institute of Management Studies - NMIMS,Not disclosed,Mumbai,data scienceSASAnalyticalMachine learningHTMLPredictive modelingPattern recognitionData mining,https://www.naukri.com/job-listings-data-scientist-svkm-s-narsee-monjee-institute-of-management-studies-nmims-mumbai-2-to-7-years-130720501068?src=jobsearchDesk&sid=16254845870011727&xp=7&px=5
