,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry,Functional Area,Role Category,Employment Type,Industry Type,UG ,PG ,Doctorate 
47,Philips India Limited,4.0,(506 Reviews),Specialist II - Data Science,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Data analysis,Machine learning,PLSQL,Healthcare,QlikView,Information management,Data mining",https://www.naukri.com/job-listings-specialist-ii-data-science-philips-india-limited-bangalore-bengaluru-6-to-8-years-250621500854?src=jobsearchDesk&sid=16260966427443452&xp=8&px=4,"Software Developer,",,"IT Software - System Programming,",Programming & Design,"Full Time, Permanent","Medical Services / Hospital,",Any Graduate,Post Graduation Not Required,
48,Trigent Software,3.8,(155 Reviews),Data Science,6-8 Yrs,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru","statistical,data manipulation,Scala,perdition,nosql Database,data wrangling projects,packages,nosql",https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621607279?src=jobsearchDesk&sid=16260966427443452&xp=9&px=4,"Technical Support Engineer,",,"IT Software - Application Programming, Maintenance,",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
49,Trigent Software,3.8,(155 Reviews),Data Science,6-8 Yrs,Not disclosed,"Pune, Chennai, Coimbatore, Bangalore/Bengaluru","Spark,R,data structure,Scala,data extraction,data analysis,python,Hive",https://www.naukri.com/job-listings-data-science-trigent-software-private-limited-pune-chennai-coimbatore-bangalore-bengaluru-6-to-8-years-240621007277?src=jobsearchDesk&sid=16260966427443452&xp=10&px=4,"Technical Support Engineer,",,"IT Software - Application Programming, Maintenance,",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
50,DataTrained,4.4,(15 Reviews),Data Science Intern,0-2 Yrs,Not disclosed,"Noida, Bengaluru","Computer science,SAN,French,data science,Intern,Analytical,Machine learning,Predictive modeling",https://www.naukri.com/job-listings-data-science-intern-datatrained-noida-bengaluru-bangalore-0-to-2-years-040620500786?src=jobsearchDesk&sid=16260966427443452&xp=11&px=4,"System Administrator,",,"IT Software - Application Programming, Maintenance,",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
51,Optum Global Solutions (India) Private Limited,4.1,(1205 Reviews),Senior Director Data Science - Bangalore,10-20 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Exploratory Data Analysis,Artificial Intelligence,Healthcare,Data Modeling,Cost Benefit Analysis",https://www.naukri.com/job-listings-senior-director-data-science-bangalore-optum-global-solutions-india-private-limited-bangalore-bengaluru-10-to-20-years-160621902520?src=jobsearchDesk&sid=16260966427443452&xp=12&px=4,"CEO/MD/Director,",,"Top Management,",Other,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,"Ph.D/Doctorate in Computers, Maths"
52,Mindtree Limited,4.0,(1722 Reviews),Senior Project Manager -- Data Science,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Business process,Retail,Interpersonal skills,data science,Business Analyst,Data modeling,Consulting,Data analytics",https://www.naukri.com/job-listings-senior-project-manager-data-science-mindtree-limited-bangalore-bengaluru-7-to-10-years-140521500819?src=jobsearchDesk&sid=16260966427443452&xp=13&px=4,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,MBA/PGDM in Marketing,
53,Mindtree Limited,4.0,(1722 Reviews),Data Science -- Senior Project Manager,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"requirements gathering,data gathering analysis,machine learning,analytical,Data analysis,Product engineering,Network design,Prototype",https://www.naukri.com/job-listings-data-science-senior-project-manager-mindtree-limited-bangalore-bengaluru-7-to-10-years-170521500550?src=jobsearchDesk&sid=16260966427443452&xp=14&px=4,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
54,Mindtree Limited,4.0,(1722 Reviews),Senior Project Manager -- Data Science,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data analysis,Product engineering,Network design,Prototype,Analytical,Machine learning,Scheduling,Python",https://www.naukri.com/job-listings-senior-project-manager-data-science-mindtree-limited-bangalore-bengaluru-7-to-10-years-170521500552?src=jobsearchDesk&sid=16260966427443452&xp=15&px=4,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
55,Catalyst, , ,Data Science/ Analysis Expert - Machine Learning,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Regression Algorithms,NLP,Data Scientist,Artificial Intelligence,Data Modeling,Data Warehousing,Data Analytics,ETL",https://www.naukri.com/job-listings-data-science-analysis-expert-machine-learning-catalyst-bangalore-bengaluru-2-to-6-years-280720902564?src=jobsearchDesk&sid=16260966427443452&xp=16&px=4,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Banking,","B.Sc in Computers, BCA in Computers, B.Tech/B.E. in Computers","MCA in Computers, M.Tech in Computers, MS/M.Sc(Science) in Computers",Doctorate Not Required
56,Grail Research,2.2,(14 Reviews),Data science - Analyst,1-3 Yrs,"5,00,000 - 8,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR","Tableau,SQL,Python,Data Science,Airflow,Snowflake,Data Visualization,Jupyter",https://www.naukri.com/job-listings-data-science-analyst-grail-research-bangalore-bengaluru-delhi-ncr-1-to-3-years-230621004661?src=jobsearchDesk&sid=16260966427443452&xp=17&px=4,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,,
57,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),BUSINESS ANALYST -DATA SCIENCE-CONSUMER,1-2 Yrs,Not disclosed,Bangalore/Bengaluru,"Business Analyst,data science,Analytical,Machine learning,Manager Technology,Application development,Forecasting,Analytics",https://www.naukri.com/job-listings-business-analyst-data-science-consumer-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-1-to-2-years-140621501729?src=jobsearchDesk&sid=16260966427443452&xp=18&px=4,"Business Analyst,",,"IT Software - Application Programming, Maintenance,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","Analytics / KPO / Research,",B.Tech/B.E. in Computers,M.Tech in Computers,
58,Data is Good, , ,Data Science Content Developer,0-1 Yrs,"1,75,000 - 2,50,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science,Python Dash,Excel,Content Development,R Programming,Statistics and Probability,R Shiny,Web Scraping",https://www.naukri.com/job-listings-data-science-content-developer-data-is-good-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-1-years-160621002732?src=jobsearchDesk&sid=16260966427443452&xp=19&px=4,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Education / Training,",Any Graduate,,
59,Amploy.io, , ,Data Science Intern (remote),0-5 Yrs,"13,00,000 - 18,00,000 PA.","Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","Data Science,Application Programming,Software Development,AI,IT,Career Development,Machine Learning,Startup",https://www.naukri.com/job-listings-data-science-intern-remote-amploy-io-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-070621001131?src=jobsearchDesk&sid=16260966427443452&xp=20&px=4,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Graduation Not Required,,
60,ALTAIR DEVELOPERS PRIVATE LIMITED,3.9,(11 Reviews),QA Data Science Intern,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,"IT Skills,Java,Python,Data Science,Oracle,QA,Intern,Simulation",https://www.naukri.com/job-listings-qa-data-science-intern-altair-developers-private-limited-bangalore-bengaluru-0-to-1-years-020321500786?src=jobsearchDesk&sid=16260971308692360&xp=1&px=5,"Trainee,",,"IT Software - Application Programming, Maintenance,",Other,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
61,Winwire Technologies India Pvt. Ltd.,3.9,(39 Reviews),Data Science Module/Technical Lead,6-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","Azure,R,communication,Pandas,written,AWS,Matplotlib,NumPy",https://www.naukri.com/job-listings-data-science-module-technical-lead-winwire-technologies-india-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-6-to-8-years-150621500096?src=jobsearchDesk&sid=16260971308692360&xp=2&px=5,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
62,KeepTruckin, , ,Manager Data Science,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Statistical programming,SAN,Data analysis,data science,Machine learning,Telematics,Freight",https://www.naukri.com/job-listings-manager-data-science-keeptruckin-bangalore-bengaluru-4-to-7-years-090621500118?src=jobsearchDesk&sid=16260971308692360&xp=3&px=5,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
63,Mindtree Limited,4.0,(1722 Reviews),Technical Lead -- Data Science,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,SPARK Scala,ML,PySpark,Azure data,Machine learning,Analysis,IT Skills",https://www.naukri.com/job-listings-technical-lead-data-science-mindtree-limited-bangalore-bengaluru-8-to-10-years-040521500207?src=jobsearchDesk&sid=16260971308692360&xp=4&px=5,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
64,GO-JEK India,4.5,(6 Reviews),Manager - Data Science,8-9 Yrs,Not disclosed,Bengaluru,"IT Skills,Python,Machine Learning,Project Management,BPO,project management,Data analysis,data science",https://www.naukri.com/job-listings-manager-data-science-go-jek-india-bengaluru-bangalore-8-to-9-years-280121500419?src=jobsearchDesk&sid=16260971308692360&xp=5&px=5,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
65,BRIDGEi2i Analytics Solutions Private Limited,3.5,(43 Reviews),SCM - DATA SCIENCE,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Procurement,PMP,Data analysis,Supply chain management,data science,Simulation,SCM,Risk management",https://www.naukri.com/job-listings-scm-data-science-bridgei2i-analytics-solutions-private-limited-bangalore-bengaluru-3-to-6-years-200521500792?src=jobsearchDesk&sid=16260971308692360&xp=6&px=5,"Team Lead/Technical Lead,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,Post Graduation Not Required,
66,Signify,4.0,(258 Reviews),Development Engineer - Data Science,7-10 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Artificial Intelligence,Diversity and Inclusion,Machine learning,Agile,Data collection,Data analytics,Data mining",https://www.naukri.com/job-listings-development-engineer-data-science-signify-bangalore-bengaluru-7-to-10-years-140521500017?src=jobsearchDesk&sid=16260971308692360&xp=7&px=5,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Electronic Components / Semiconductors,",B.Tech/B.E. in Any Specialization,Any Postgraduate,
67,IBM India Pvt. Limited,4.0,(9964 Reviews),Data Science Engineer,6-7 Yrs, Not Disclosed by Recruiter ,Bengaluru/Bangalore,"Kubernetes,Python,agile,Excel,Java,WEKA,MLlib,VMware",https://www.naukri.com/job-listings-data-science-engineer-ibm-india-pvt-limited-bengaluru-bangalore-6-to-7-years-210621901999?src=jobsearchDesk&sid=16260971308692360&xp=8&px=5,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
68,Headhunter Placement Consultants , , ,Head Artificial Intelligence (AI) & Data Science,8-12 Yrs,"50,00,000 - 70,00,000 PA.",Bangalore/Bengaluru,"AI Syatems,Artificial Intelligence & Syatems,Machine Learning,IT Skills,Deep learning",https://www.naukri.com/job-listings-head-artificial-intelligence-ai-data-science-headhunter-placement-consultants-bangalore-bengaluru-8-to-12-years-070721002893?src=jobsearchDesk&sid=16260971308692360&xp=9&px=5,"Head/VP/GM - Analytics & BI,",,"Analytics & Business Intelligence,",Senior Management,"Full Time, Permanent","Emerging Technologies,",B.Tech/B.E. in Any Specialization,,
69,Headhunter Placement Consultants , , ,Head Artificial Intelligence (AI) & Data Science,8-12 Yrs,"50,00,000 - 70,00,000 PA.",Bangalore/Bengaluru,"AI Syatems,Artificial Intelligence & Syatems,Machine Learning,IT Skills,Deep learning",https://www.naukri.com/job-listings-head-artificial-intelligence-ai-data-science-headhunter-placement-consultants-bangalore-bengaluru-8-to-12-years-070721002615?src=jobsearchDesk&sid=16260971308692360&xp=10&px=5,"Head/VP/GM - Analytics & BI,",,"Analytics & Business Intelligence,",Senior Management,"Full Time, Permanent","Emerging Technologies,",B.Tech/B.E. in Any Specialization,,
70,Faster Consultancy Services, , ,Manager - Data Science,0-5 Yrs,Not disclosed,Bengaluru,"C++,data science,Coding,Machine learning,Data structures,Information retrieval,Natural language processing,System development",https://www.naukri.com/job-listings-manager-data-science-faster-consultancy-services-bengaluru-bangalore-0-to-5-years-231120500870?src=jobsearchDesk&sid=16260971308692360&xp=11&px=5,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",B.Tech/B.E. in Any Specialization,Post Graduation Not Required,
71,Perform Group,4.2,(12 Reviews),Principal Data Scientist/ Manager - Data Science,8-12 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Opencv,Consulting,Research,AWS,Principal,Python",https://www.naukri.com/job-listings-principal-data-scientist-manager-data-science-perform-group-bangalore-bengaluru-8-to-12-years-200521500300?src=jobsearchDesk&sid=16260971308692360&xp=12&px=5,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Film / Music / Entertainment,",Any Graduate,Post Graduation Not Required,
72,NeenOpal Intelligent Solutions Pvt. Ltd., , ,Data Science Internship - Immediate Joining,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Intern,Coding,Machine learning,Data analytics,Internship,Python",https://www.naukri.com/job-listings-data-science-internship-immediate-joining-neenopal-intelligent-solutions-pvt-ltd-bengaluru-bangalore-0-to-1-years-060820500715?src=jobsearchDesk&sid=16260971308692360&xp=13&px=5,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
73,Musubi Management Private Limited, , ,Web Development/Data Science Trainee,0-0 Yrs,"3,50,000 - 6,00,000 PA.",Bangalore/Bengaluru(5th block Koramangala),"Data Science,Web Development,IT Skills,Python,Web Technologies",https://www.naukri.com/job-listings-web-development-data-science-trainee-musubi-management-private-limited-bangalore-bengaluru-0-to-0-years-110621002643?src=jobsearchDesk&sid=16260971308692360&xp=14&px=5,"Trainee,",,"IT Software - Application Programming, Maintenance,",Other,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Computers,,
74,AXA Business Services Pvt Ltd,3.8,(833 Reviews),Data Science Engineer,3-5 Yrs,Not disclosed,Bengaluru,"IT Skills,Data Science,Hadoop Administration,GIT,Linux,Coding,Machine learning,Monitoring",https://www.naukri.com/job-listings-data-science-engineer-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501616?src=jobsearchDesk&sid=16260971308692360&xp=15&px=5,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
75,Acuity Knowledge Partners,3.2,(45 Reviews),Data Science – ML Engineer,1-3 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Tensorflow,Natural Language Processing,Machine Learning,Deep Learning,Data Science,Pytorch,NLP,NoSQL",https://www.naukri.com/job-listings-data-science-ml-engineer-acuity-knowledge-services-india-private-limited-bangalore-bengaluru-1-to-3-years-160621007819?src=jobsearchDesk&sid=16260971308692360&xp=16&px=5,Data Analyst,Banking,Analytics & Business Intelligence,Analytics & BI,"Full Time, Permanent",,,,
76,Premier Consultants , , ,Analyst/Sr.Analyst-Data Science with AI/ML based Company,2-5 Yrs,"15,00,000 - 20,00,000 PA.","Pune, Bangalore/Bengaluru","Data Science,NLP,BFSI,Data Scientist,Credit Risk,Machine Learning Model,Credit Bureau,Machine Learning",https://www.naukri.com/job-listings-analyst-sr-analyst-data-science-with-ai-ml-based-company-premier-consultants-pune-bangalore-bengaluru-2-to-5-years-160621000652?src=jobsearchDesk&sid=16260971308692360&xp=17&px=5,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Banking,",B.Tech/B.E. in Any Specialization,,
77,TRIAD SQUARE INFOSEC PVT LTD  , , ,DATA Science LEAD,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Engineering,NoSQL,SSIS,AWS,SSRS,Python,IT Skills",https://www.naukri.com/job-listings-data-science-lead-triad-square-infosec-pvt-ltd-bangalore-bengaluru-5-to-8-years-060721003096?src=jobsearchDesk&sid=16260971308692360&xp=18&px=5,"Team Lead/Technical Lead,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
78,ZS Associates India Pvt Ltd,3.9,(404 Reviews),Data Science Manager,9-14 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","Python,Big Data,IT Skills,Cloud,Project Management,BPO,project management,Data Science",https://www.naukri.com/job-listings-data-science-manager-zs-associates-india-pvt-ltd-pune-bangalore-bengaluru-9-to-14-years-010621001414?src=jobsearchDesk&sid=16260971308692360&xp=19&px=5,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,Post Graduation Not Required,Doctorate Not Required
79,AXA Business Services Pvt Ltd,3.8,(833 Reviews),Associate Data Science Consultant,3-5 Yrs,Not disclosed,Bengaluru,"Text mining,PDF,data science,Network analysis,Machine learning,Mining operations,Data mining,Operations",https://www.naukri.com/job-listings-associate-data-science-consultant-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501619?src=jobsearchDesk&sid=16260971308692360&xp=20&px=5,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,Post Graduation Not Required,
80,AXA Business Services Pvt Ltd,3.8,(833 Reviews),Associate Data Science Consultant,3-5 Yrs,Not disclosed,Bengaluru,"Text mining,PDF,data science,Network analysis,Machine learning,Mining operations,Data mining,Operations",https://www.naukri.com/job-listings-associate-data-science-consultant-axa-business-services-pvt-ltd-bengaluru-bangalore-3-to-5-years-190819501619?src=jobsearchDesk&sid=1626097679496253&xp=1&px=6,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,Post Graduation Not Required,
81,OceanOfWeb, , ,Python Tech Lead - RDBMS / Data Science,7-12 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru","IT Skills,Python,Data Science,DevOps,Javascript,RDBMS,Python Tech Lead,web applications",https://www.naukri.com/job-listings-python-tech-lead-rdbms-data-science-oceanofweb-hyderabad-secunderabad-bangalore-bengaluru-7-to-12-years-110621908103?src=jobsearchDesk&sid=1626097679496253&xp=2&px=6,"Team Lead/Technical Lead,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,","B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization",Any Postgraduate,Doctorate Not Required
82,jupiter, , ,"Senior Software Engineer , Data Science",3-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,data science,Analytical,SCALA,Banking,CMS,Programming,HTML",https://www.naukri.com/job-listings-senior-software-engineer-data-science-jupiter-bangalore-bengaluru-3-to-7-years-160421500169?src=jobsearchDesk&sid=1626097679496253&xp=3&px=6,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Courier / Logistics,",B.Tech/B.E. in Production/Industrial,M.Tech in Electronics/Telecommunication,
83,Unravel, , ,Sr . Software Engineer ( Data Science ),3-6 Yrs,Not disclosed,Bangalore/Bengaluru,"DataBricks,Big Data,Spark,Kafka,Impala,Python,Data Science,Hadoop",https://www.naukri.com/job-listings-sr-software-engineer-data-science-unravel-bangalore-bengaluru-3-to-6-years-190421501032?src=jobsearchDesk&sid=1626097679496253&xp=4&px=6,"Software Developer,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
84,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Advanced Application Engineer,8-10 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"communication,Data Science,Deep Learning,Data Visualization,Algorithms,Advanced Machine Learning,Machine Learning,Data Wrangling",https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-8-to-10-years-150621910718?src=jobsearchDesk&sid=1626097679496253&xp=5&px=6,Database Architect/Designer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
85,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Advanced Application Engineer,6-8 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Computer science,Analytical,Consulting,Machine learning,Agile,Data processing,Application development,Calculus",https://www.naukri.com/job-listings-data-science-advanced-application-engineer-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-150621910105?src=jobsearchDesk&sid=1626097679496253&xp=6&px=6,Database Architect/Designer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
86,Near Pte. Ltd., , ,"Senior, Data Science",4-8 Yrs,Not disclosed,Bengaluru,"Computer science,Telecom,Coding,Project management,Analytical,Intellectual property,Machine learning,ANSI",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-250221501047?src=jobsearchDesk&sid=1626097679496253&xp=7&px=6,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Film / Music / Entertainment,",Any Graduate,M.Tech in Electronics/Telecommunication,
87,Near Pte. Ltd., , ,"Senior, Data Science ",4-8 Yrs,Not disclosed,Bengaluru,"Computer science,Telecom,Coding,Project management,Analytical,Intellectual property,HTML,ANSI",https://www.naukri.com/job-listings-senior-data-science-near-pte-ltd-bengaluru-bangalore-4-to-8-years-190221500738?src=jobsearchDesk&sid=1626097679496253&xp=8&px=6,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Film / Music / Entertainment,",Any Graduate,M.Tech in Electronics/Telecommunication,
88,ExecBoardinAsia, , ,Senior Manager I - Data Science (Marketplace),11-15 Yrs,Not disclosed,Bangalore/Bengaluru,"data science,Analytical,Machine learning,E-commerce,Management,Business solutions,Cost,Supervision",https://www.naukri.com/job-listings-senior-manager-i-data-science-marketplace-execboardinasia-bangalore-bengaluru-11-to-15-years-280521501027?src=jobsearchDesk&sid=1626097679496253&xp=9&px=6,"Team Lead/Technical Lead,",,"IT Software - eCommerce, Internet Technologies,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
89,Gladwin Analytics,4.0,(2 Reviews),Senior Manager - Data Science,11-16 Yrs,Not disclosed,"Mumbai, Bengaluru","Product launch,Computer science,SAP,data science,Diagnostics,Coding,Analytical,Machine learning",https://www.naukri.com/job-listings-senior-manager-data-science-gladwin-analytics-mumbai-bengaluru-bangalore-11-to-16-years-221118500064?src=jobsearchDesk&sid=1626097679496253&xp=10&px=6,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Recruitment / Staffing,",B.A in Statistics,M.A in Statistics,
90,ExecBoardinAsia, , ,"Senior Manager, Data Science",5-10 Yrs,Not disclosed,Bengaluru,"Operations research,Business consulting,Primary research,data science,Analytical,Demand forecasting,Machine learning,Product design",https://www.naukri.com/job-listings-senior-manager-data-science-execboardinasia-bengaluru-bangalore-5-to-10-years-220820500145?src=jobsearchDesk&sid=1626097679496253&xp=11&px=6,"Outside Consultant,",,"IT Software - Application Programming, Maintenance,",Other,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
91,Quantzig, , ,Analytics Consultant - Senior Analytics Consultant – Data Science,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"Supply chain,customer analytics,Analytical,Market intelligence,Consulting,Machine learning,Forecasting,Analytics",https://www.naukri.com/job-listings-analytics-consultant-senior-analytics-consultant-data-science-quantzig-bangalore-bengaluru-2-to-4-years-220521500288?src=jobsearchDesk&sid=1626097679496253&xp=12&px=6,"Associate/Senior Associate -(Technical),",,"ITES, BPO, KPO, LPO, Customer Service, Operations,",Back Office/Web/Transaction Processing,"Full Time, Permanent","Management Consulting,",Any Graduate,Post Graduation Not Required,
92,RGF Professional Recruitment,2.8,(3 Reviews),Application & Automation Manager Data Science,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Automation,jQuery,data science,Data modeling,Enterprise applications,Agile,Workflow,SDLC",https://www.naukri.com/job-listings-application-automation-manager-data-science-rgf-professional-recruitment-bangalore-bengaluru-5-to-10-years-070621501124?src=jobsearchDesk&sid=1626097679496253&xp=13&px=6,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Post Graduation Not Required,
93,Accenture Solutions Pvt Ltd,4.0,(18456 Reviews),Data Science Application Lead,6-8 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Azure ML,Tensorflow,Plotly,Seaborn,Cloudera,Analytical,communication,Keras",https://www.naukri.com/job-listings-data-science-application-lead-accenture-solutions-pvt-ltd-bangalore-bengaluru-6-to-8-years-020621905735?src=jobsearchDesk&sid=1626097679496253&xp=14&px=6,Team Lead/Technical Lead,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
94,Reliance Jio Infocomm Ltd.,4.0,(10076 Reviews),Manager Data Science,5-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Report generation,Data management,Machine learning,Data structures,Business modeling,Mobile applications,Data warehousing,Predictive analytics",https://www.naukri.com/job-listings-manager-data-science-reliance-jio-infocomm-ltd-bangalore-bengaluru-5-to-6-years-150621501164?src=jobsearchDesk&sid=1626097679496253&xp=15&px=6,"Business Analyst,",,"IT Software - Application Programming, Maintenance,",System Design/Implementation/ERP/CRM,"Full Time, Permanent","Telecom / ISP,",Any Graduate,Post Graduation Not Required,
