,Company,Rating,Review Count,Title,Experience,Salary,Location,Skills,Link,Role,Industry,Functional Area,Role Category,Employment Type,Industry Type,UG ,PG ,Doctorate 
162,Catalyst, , ,Data Science Product Manager- Artificial Intelligence/Machine Learning,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Keras,Deep Learning,Docker,agile,Machine Learning,VGG,NoSQL,Tensorflow",https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-machine-learning-catalyst-bangalore-bengaluru-4-to-9-years-150121904945?src=jobsearchDesk&sid=16260992230993834&xp=3&px=10,"Product Manager,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,","B.Tech/B.E. in Any Specialization, BCA in Computers, B.Sc in Any Specialization",Any Postgraduate,Doctorate Not Required
163,Connexions, , ,Project Manager - Data Science,8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"visualization,R,Power BI,Tableau,Agile,data science,Scrum,Python",https://www.naukri.com/job-listings-project-manager-data-science-connexions-bangalore-bengaluru-8-to-10-years-090621905168?src=jobsearchDesk&sid=16260992230993834&xp=4&px=10,"Project Manager-IT/Software,",,"IT Software - DBA, Datawarehousing,",Project Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,Doctorate Not Required
164,Bion, , ,Data Science Product Manager,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Docker,Deep Learning,SQL,Machine Learning,Resnet,VGG,Python,NoSQL",https://www.naukri.com/job-listings-data-science-product-manager-bion-bangalore-bengaluru-4-to-9-years-040320901933?src=jobsearchDesk&sid=16260992230993834&xp=5&px=10,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,Any Postgraduate,Doctorate Not Required
165,NELSON CONSULTANTS   , , ,"Data Science Search Ads Architecture-JAVA ,C ++, Python |8+ Exp
",8-10 Yrs,Not disclosed,Bangalore/Bengaluru,"intent analysis,JAVA,C ++,estimation,Python,IT Skills,ranking engine-analysis,C++",https://www.naukri.com/job-listings-data-science-search-ads-architecture-java-c-python-8-exp-nelson-consultants-bangalore-bengaluru-8-to-10-years-300621003507?src=jobsearchDesk&sid=16260992230993834&xp=6&px=10,"Technical Architect,",,"IT Software - eCommerce, Internet Technologies,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
166,Imbibe Consultancy Services Pvt Ltd , , ,Data science Engineer,4-8 Yrs,Not disclosed,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru","Data Mining,Web Services,Python,R,SLQ,IT Skills,Scala,Data Structures",https://www.naukri.com/job-listings-data-science-engineer-imbibe-consultancy-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-chennai-bangalore-bengaluru-4-to-8-years-300621002886?src=jobsearchDesk&sid=16260992230993834&xp=7&px=10,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
167,Dell International Services India  Private Limited,4.1,(1771 Reviews),Network Design & Data Analyst,0-2 Yrs,Not disclosed,Bangalore/Bengaluru,"JMP,Six Sigma,SAS,Lean,SQL,Project Management,IT Skills,Data Science",https://www.naukri.com/job-listings-network-design-data-analyst-dell-international-services-india-private-limited-bangalore-bengaluru-0-to-2-years-050721905359?src=jobsearchDesk&sid=16260992230993834&xp=8&px=10,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","B.Tech/B.E. in Production/Industrial, B.A in Maths, B.Sc in Maths",Any Postgraduate,
168,CHANGE LEADERS CONSULTING, , ,Sr. Associate - Data Science,2-4 Yrs,Not disclosed,Bangalore/Bengaluru,"Machine Learning,Python,SQL,Predictive Modeling,Pyspark,R,Hive,Hadoop",https://www.naukri.com/job-listings-sr-associate-data-science-change-leaders-consulting-bangalore-bengaluru-2-to-4-years-210621608209?src=jobsearchDesk&sid=16260992230993834&xp=9&px=10,"Other,",,"Other,",Other,"Full Time, Permanent","Analytics / KPO / Research,",Graduation Not Required,,
169,Contactx Resource Management Pvt. Ltd.,4.1,(20 Reviews),"Data Engineer-Azure Data Lake - SQL (healthcare, Life Science)",5-10 Yrs,"15,00,000 - 19,00,000 PA.",Bangalore/Bengaluru,"object - oriented programming,oral communication,Data modelling,ETL Design,Data ware,SQL,RDBMS,customer service",https://www.naukri.com/job-listings-data-engineer-azure-data-lake-sql-healthcare-life-science-contactx-resource-management-pvt-ltd-bangalore-bengaluru-5-to-10-years-170521006546?src=jobsearchDesk&sid=16260992230993834&xp=10&px=10,"Technical Support Engineer,",,"IT Software - Application Programming, Maintenance,",Admin/Maintenance/Security/Datawarehousing,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,,
170,Inflexion Analytix Private Limited, , ,Data Scientist / Data Analyst -Business Analyst,0-3 Yrs,"3,50,000 - 4,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru","IT Skills,Python,Data Science,Machine Learning,Artificial Intelligence,Cloud,Business Intelligence,Power Bi",https://www.naukri.com/job-listings-data-scientist-data-analyst-business-analyst-inflexion-analytix-private-limited-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-3-years-020721003625?src=jobsearchDesk&sid=16260992230993834&xp=11&px=10,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Com in Any Specialization, Any Graduate, B.B.A/ B.M.S in Any Specialization, B.Sc in Any Specialization",,
171,Target Corporation India Pvt Ltd,4.4,(244 Reviews),Data Sciences Intern,3-8 Yrs,Not disclosed,Bengaluru,"R,SAS,algorithms,SQL,Python,IT Skills,Payroll,Sales",https://www.naukri.com/job-listings-data-sciences-intern-target-corporation-india-pvt-ltd-bengaluru-bangalore-3-to-8-years-240720500161?src=jobsearchDesk&sid=16260992230993834&xp=12&px=10,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Computers,Post Graduation Not Required,
172,QuickXpert Infotech, , ,Data Science Trainee,0-5 Yrs,Not disclosed,"Kolkata, Thane, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru, Mumbai (All Areas)","python,IT Skills,Data Science,oracle,Oracle Developer,ai,python developer,python programmer",https://www.naukri.com/job-listings-data-science-trainee-quickxpert-infotech-kolkata-thane-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-mumbai-all-areas-0-to-5-years-230920005213?src=jobsearchDesk&sid=16260992230993834&xp=13&px=10,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,","B.Arch in Architecture, BCA in Computers, B.Tech/B.E. in Any Specialization, B.B.A/ B.M.S in Management, B.Com in Commerce, B.A in Any Specialization, Other Graduate, B.Ed in Education, B.Sc in Any Specialization, B.Pharma in Pharmacy, Any Graduate, Graduation Not Required, Diploma in Any Specialization","Other Post Graduate, MCA in Computers, Any Postgraduate, M.Com in Commerce, MS/M.Sc(Science) in Any Specialization, Post Graduation Not Required, M.Ed in Education, M.Tech in Any Specialization, MBA/PGDM in Any Specialization, M.A in Any Specialization, PG Diploma in Any Specialization","Doctorate Not Required, Any Doctorate"
173,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2.8,(14 Reviews),Data Science Optimization,3-6 Yrs,Not disclosed,"Mumbai, Jamshedpur, Bengaluru","Simulation,Aviation,Formulation,Scheduling,HTML,HTTP,Information management,Information technology",https://www.naukri.com/job-listings-data-science-optimization-tata-industries-limited-tata-insights-and-quants-divison-mumbai-jamshedpur-bengaluru-bangalore-3-to-6-years-261219501458?src=jobsearchDesk&sid=16260992230993834&xp=14&px=10,"Software Developer,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","Analytics / KPO / Research,",B.Tech/B.E. in Computers,M.Tech in Computers,
174,Radial HR Solutions  , , ,Sr.Data Science,5-8 Yrs,"6,00,000 - 16,00,000 PA.","United States (USA), Bangalore/Bengaluru","Flask,Python,AWS Cloud,IT Skills,Data Science,Cloud,AWS,ML Model",https://www.naukri.com/job-listings-sr-data-science-radial-hr-solutions-bangalore-bengaluru-united-states-usa-5-to-8-years-230621000659?src=jobsearchDesk&sid=16260992230993834&xp=15&px=10,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Graduation Not Required,,
175,Jobs Territory  , , ,Data Sciences Engineer - Big Data,2-5 Yrs,Not disclosed,"Bangalore/Bengaluru, Delhi / NCR","IT Skills,Big Data,Data Sciences Engineer,DBA,Data Management",https://www.naukri.com/job-listings-data-sciences-engineer-big-data-jobs-territory-bangalore-bengaluru-delhi-ncr-2-to-5-years-120621004118?src=jobsearchDesk&sid=16260992230993834&xp=16&px=10,"Database Architect/Designer,",,"IT Software - DBA, Datawarehousing,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,","B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization",Any Postgraduate,"Doctorate Not Required, Any Doctorate"
176,ORMAE (Operations Research Machine learning & Analytics Experts LLP),4.8,(3 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"D3 js,Spark,MongoDB,Tableau,Tensorflow,predictive analytics,machine learning,data analysis",https://www.naukri.com/job-listings-senior-data-scientist-ormae-operations-research-machine-learning-analytics-experts-llp-bangalore-bengaluru-5-to-10-years-070721500357?src=jobsearchDesk&sid=16260992230993834&xp=17&px=10,"Software Developer,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Post Graduation Not Required,
177,Coherence Soft Technologies Consulting Pvt Ltd , , ,Manager -Data Science– Immediate Joiners,8-12 Yrs,Not disclosed,"Kolkata, Pune, Bangalore/Bengaluru","Analytics,Sales,IT Skills,Data Science,Machine Learning,Predictive Modeling,r python,R/Python",https://www.naukri.com/job-listings-manager-data-science-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-kolkata-pune-bangalore-bengaluru-8-to-12-years-190521001942?src=jobsearchDesk&sid=16260992230993834&xp=18&px=10,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
178,Coherence Soft Technologies Consulting Pvt Ltd , , ,DATA Science Managers – Immediate Joiners,8-12 Yrs,Not disclosed,"Pune, Gurgaon/Gurugram, Bangalore/Bengaluru","Analytics,Sales,IT Skills,Data Science,Machine Learning,Predictive Modeling,r python,R/Python",https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-pune-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-190521001898?src=jobsearchDesk&sid=16260992230993834&xp=19&px=10,"Project Manager-IT/Software,",,"IT Software - Application Programming, Maintenance,",Project Management,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
179,Wipro Limited,3.8,(12734 Reviews),Data Scientist,5-10 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru, Pune","Big Data,Machine Learning,Python,Data Science,R,Logistic Regression,Data Wrangling,Hadoop",https://www.naukri.com/job-listings-data-scientist-wipro-limited-hyderabad-secunderabad-bangalore-bengaluru-pune-5-to-10-years-280621014912?src=jobsearchDesk&sid=16260992230993834&xp=20&px=10,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Any Specialization,,
180,GSR Business Services Private Limited.,4.7,(13 Reviews),Data Analyst(Immediate) - GSR Buz Services - Bangalore,3-7 Yrs,"5,00,000 - 15,00,000 PA.",Bangalore/Bengaluru,"bigdata,Power Bi,Big Data,pyspark,Version Control,SQL,cloud,Data Science",https://www.naukri.com/job-listings-data-analyst-immediate-gsr-buz-services-bangalore-gsr-business-services-private-limited-bangalore-bengaluru-3-to-7-years-260621003548?src=jobsearchDesk&sid=16260996282887844&xp=1&px=11,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,Any Doctorate
181,Flipkart Internet Private Limited,4.2,(3382 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Data Science,R,SVM,Clustering,Machine Learning,Statistical Analysis,Statistics,Deep Learning",https://www.naukri.com/job-listings-senior-data-scientist-flipkart-internet-private-limited-bangalore-bengaluru-5-to-10-years-090721908235?src=jobsearchDesk&sid=16260996282887844&xp=2&px=11,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Internet,","B.Sc in Statistics, B.Tech/B.E. in Computers, B.A in Statistics","M.Tech in Computers, MS/M.Sc(Science) in Statistics, M.A in Statistics","Ph.D/Doctorate in Statistics, Computers"
182,Scaleorg,5.0,(2 Reviews),Data Scientist,3-8 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Statistical analysis,data science,Coding,Analytical,Machine learning,Social networking,Data collection,Data Analyst",https://www.naukri.com/job-listings-data-scientist-scaleorg-chennai-bangalore-bengaluru-3-to-8-years-060721500049?src=jobsearchDesk&sid=16260996282887844&xp=3&px=11,"Clinical Research Associate/Scientist,",,"Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,",R&D,"Full Time, Permanent","Recruitment / Staffing,","Any Graduate, B.Tech/B.E. in Production/Industrial","M.Tech in Electronics/Telecommunication, MCA in Computers, Any Postgraduate",
183,Professional Consultants , , ,Data Analyst/Data Engineer/Data Scientist/ML Expert,3-8 Yrs,"15,00,000 - 30,00,000 PA.","Pune, Chennai, Bangalore/Bengaluru","Big Data Analytics,Power Bi,Business Analytics,Data Mining,Tableau,Machine Learning,SQL,Data Science",https://www.naukri.com/job-listings-data-analyst-data-engineer-data-scientist-ml-expert-professional-consultants-pune-chennai-bangalore-bengaluru-3-to-8-years-280621012121?src=jobsearchDesk&sid=16260996282887844&xp=4&px=11,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Miscellaneous,",Any Graduate,,
184,Oracle India Pvt. Ltd.,3.7,(1919 Reviews),Data Scientist,5-9 Yrs," 12,00,000 - 22,00,000 P.A. ","Noida, Bangalore/Bengaluru","Data Science,Big Data,Machine Learning,IT Skills,Python,Product Management,Oracle,NLP",https://www.naukri.com/job-listings-data-scientist-oracle-india-pvt-ltd-noida-bangalore-bengaluru-5-to-9-years-010621004567?src=jobsearchDesk&sid=16260996282887844&xp=5&px=11,Data Analyst,IT Services & Consulting,Analytics & Business Intelligence,Analytics & BI,"Full Time, Permanent",,,,
185,IBM India Pvt. Limited,4.0,(9964 Reviews),Data Scientist,3-6 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Java,Python,Software Development,Testing,Data Science,Machine Learning,Computer science",https://www.naukri.com/job-listings-data-scientist-ibm-india-pvt-limited-bangalore-bengaluru-3-to-6-years-080721906014?src=jobsearchDesk&sid=16260996282887844&xp=6&px=11,Software Developer,IT Services & Consulting,"IT Software - Application Programming, Maintenance",Programming & Design,"Full Time, Permanent",,,,
186,IBM India Pvt. Limited,4.0,(9964 Reviews),Data Scientist: Advanced Analytics,5-10 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"IT Skills,Data Science,Machine Learning,Training,advanced analytics,Interpersonal skills,Circuit designing,Consulting",https://www.naukri.com/job-listings-data-scientist-advanced-analytics-ibm-india-pvt-limited-bangalore-bengaluru-5-to-10-years-090721906161?src=jobsearchDesk&sid=16260996282887844&xp=7&px=11,Research Scientist,IT Services & Consulting,"Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology",R&D,"Full Time, Permanent",,,,
187,Dell International Services India  Private Limited,4.1,(1771 Reviews),Data Scientist Senior Advisor,12-16 Yrs,Not disclosed,Bangalore/Bengaluru,"Spark,verbal,Pig,Agile,written communication,Kafka,R,NOSQL",https://www.naukri.com/job-listings-data-scientist-senior-advisor-dell-international-services-india-private-limited-bangalore-bengaluru-12-to-16-years-040721901196?src=jobsearchDesk&sid=16260996282887844&xp=8&px=11,"Head/VP/GM - Analytics & BI,",,"Analytics & Business Intelligence,",Senior Management,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
188,24/7 Customer,3.6,(1211 Reviews),Senior Data Scientist,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,data science,Artificial Intelligence,Machine learning,Linguistics,Natural language processing,New product development,Customer experience",https://www.naukri.com/job-listings-senior-data-scientist-24-7-customer-private-ltd-bangalore-bengaluru-5-to-10-years-280621501037?src=jobsearchDesk&sid=16260996282887844&xp=9&px=11,"Technical Architect,",,"IT Software - Other,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",B.Tech/B.E. in Computers,M.Tech in Computers,
189,Dell International Services IndiaPrivate Limited, , ,Software Principal Engineer(Data Analyst),5-7 Yrs,Not disclosed,Bangalore/Bengaluru,"communication,Scala,Pandas,Learning,data science,TensorFlow,Pytorch,Tableau",https://www.naukri.com/job-listings-software-principal-engineer-data-analyst-dell-international-services-indiaprivate-limited-bangalore-bengaluru-5-to-7-years-240621907504?src=jobsearchDesk&sid=16260996282887844&xp=10&px=11,"Data Analyst,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","IT Services & Consulting,","BCA in Computers, B.Sc in Maths, Computers, Statistics, B.A in Statistics, Maths, B.Tech/B.E. in Computers","MS/M.Sc(Science) in Maths, Computers, Statistics, M.A in Maths, Statistics, MCA in Computers, M.Tech in Computers",
190,Applied Materials,4.0,(100 Reviews),Data Scientist,5-10 Yrs, Not Disclosed by Recruiter ,Bangalore/Bengaluru,"Data Science,Java,R,Business Intelligence Reporting,Business Analytics,SQL Server,Tableau,Spark",https://www.naukri.com/job-listings-data-scientist-applied-materials-india-private-limited-bangalore-bengaluru-5-to-10-years-090721902434?src=jobsearchDesk&sid=16260996282887844&xp=11&px=11,Data Analyst,Electronic Components / Semiconductors,Analytics & Business Intelligence,Analytics & BI,"Full Time, Permanent",,,,
191,zBliss Technologies, , ,Data Scientist Intern,0-2 Yrs,Not disclosed,"Chennai, Bengaluru","Data analysis,Data management,data science,Intern,Coding,Project management,Machine learning,Healthcare",https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-2-years-270620500219?src=jobsearchDesk&sid=16260996282887844&xp=12&px=11,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
192,zMed Healthcare Technologies, , ,Data Scientist Intern,0-2 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Data analysis,Data management,data science,Intern,Coding,Project management,Machine learning,Healthcare",https://www.naukri.com/job-listings-data-scientist-intern-zmed-healthcare-technologies-chennai-bangalore-bengaluru-0-to-2-years-230321500668?src=jobsearchDesk&sid=16260996282887844&xp=13&px=11,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
193,zBliss Technologies, , ,Data Scientist Intern,0-1 Yrs,Not disclosed,"Chennai, Bengaluru","IT Skills,Python,Data Science,Project Management,BPO,project management,Data analysis,Data management",https://www.naukri.com/job-listings-data-scientist-intern-zbliss-technologies-chennai-bengaluru-bangalore-0-to-1-years-200221500564?src=jobsearchDesk&sid=16260996282887844&xp=14&px=11,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","IT Services & Consulting,",Any Graduate,Any Postgraduate,
194,Nielsen,3.8,(486 Reviews),Senior Data Scientist,3-5 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru, Vadodara","Data Science,R,NLP,Neural Networks,Statistical Modeling,Text Mining,Machine Learning,Deep Learning",https://www.naukri.com/job-listings-senior-data-scientist-nielsen-india-private-limited-chennai-bangalore-bengaluru-vadodara-baroda-3-to-5-years-290621001647?src=jobsearchDesk&sid=16260996282887844&xp=15&px=11,"Technical Architect,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Analytics / KPO / Research,",Any Graduate,,
195,ELPIS IT SOLUTIONS PVT LTD,3.3,(6 Reviews),Data Scientist,3-8 Yrs,"6,00,000 - 16,00,000 PA.",Bangalore/Bengaluru,"Scikit,Kibana,TensorFlow,NoSQL,Flink,Storm,Erlang,H2O",https://www.naukri.com/job-listings-data-scientist-elpis-it-solutions-pvt-ltd-bangalore-bengaluru-3-to-8-years-120721006134?src=jobsearchDesk&sid=16260996282887844&xp=16&px=11,"Software Developer,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Temporary/Contractual","IT Services & Consulting,",Any Graduate,Any Postgraduate,Doctorate Not Required
196,Uber,3.9,(371 Reviews),Data Scientist/Analyst II,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,"Computer science,Product engineering,data science,management,Hypothesis Testing,Analyst II,Analytics,SQL",https://www.naukri.com/job-listings-data-scientist-analyst-ii-uber-bangalore-bengaluru-1-to-5-years-150421500429?src=jobsearchDesk&sid=16260996282887844&xp=17&px=11,"Research Scientist,",,"Medical, Healthcare, R&D, Pharmaceuticals, Biotechnology,",R&D,"Full Time, Permanent","Internet,",Any Graduate,Any Postgraduate,
197,inVentiv International Pharma Services Pvt. Ltd.,4.2,(28 Reviews),Senior Data Scientist,3-6 Yrs, Not Disclosed by Recruiter ,"Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru","Data Science,Power Bi,Data Visualization,Spark,R Shiny,Machine Learning,Python,SQL",https://www.naukri.com/job-listings-senior-data-scientist-inventiv-international-pharma-services-pvt-ltd-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-3-to-6-years-090721000064?src=jobsearchDesk&sid=16260996282887844&xp=18&px=11,,Clinical Research / Contract Research,Other,Other,"Full Time, Permanent",,,,
198,Superior Group,4.6,(14 Reviews),Senior Data Scientist,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,"Automation,data science,Analytical,Machine learning,SCALA,Programming,SEO,Troubleshooting",https://www.naukri.com/job-listings-senior-data-scientist-superior-group-bangalore-bengaluru-4-to-9-years-070721500778?src=jobsearchDesk&sid=16260996282887844&xp=19&px=11,"System Analyst,",,"IT Software - Application Programming, Maintenance,",Programming & Design,"Full Time, Permanent","Recruitment / Staffing,",Any Graduate,Any Postgraduate,
199,EXL Service,3.8,(2448 Reviews),"EXL - Senior Data Scientist, 5+ yrs, Mumbai / PUNE / BLR / Chennai",5-10 Yrs,Not disclosed,"Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR","Dats Scientist,Machine Learning,Python,Data Science,R,NLP,SQL",https://www.naukri.com/job-listings-exl-senior-data-scientist-5-yrs-mumbai-pune-blr-chennai-exl-service-pune-chennai-bangalore-bengaluru-delhi-ncr-5-to-10-years-080721005255?src=jobsearchDesk&sid=16260996282887844&xp=20&px=11,"Analytics Manager,",,"Analytics & Business Intelligence,",Analytics & BI,"Full Time, Permanent","Analytics / KPO / Research,",B.Tech/B.E. in Any Specialization,"MBA/PGDM in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization",
